target,scramble,seed,W,m,family,param,h,cplus,cminus,cmin,secant,leverage
0.5,held_out_2,271,20000,9,A_fixed_raw,0.001,0.001,64,62,62,1.0567021408302013,1.4440302098093005
0.5,held_out_2,271,20000,9,C_fixed_crossing,10,0.0001573423588476005,11,10,10,1.9079321790424308,1.4440302098093005
0.5,held_out_2,271,20000,9,C_fixed_crossing,25,0.0004084639245405292,26,25,25,1.2335070129820518,1.4440302098093005
0.5,held_out_2,271,20000,9,C_fixed_crossing,50,0.0007809624747534206,50,50,50,1.1258957489246901,1.4440302098093005
0.5,held_out_2,271,20000,9,C_fixed_crossing,100,0.0015712497635676068,103,100,100,1.3939407621263293,1.4440302098093005
0.5,held_out_2,271,20000,9,D_growing_crossing,10,8.229419398370865e-5,7,5,5,3.4632629216570554,1.4440302098093005
0.5,held_out_2,271,20000,9,D_growing_crossing,25,0.00022155957800298488,15,13,13,1.610920070605962,1.4440302098093005
0.5,held_out_2,271,20000,9,D_growing_crossing,50,0.0004084639245405292,26,25,25,1.2335070129820518,1.4440302098093005
0.5,held_out_2,271,20000,10,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,0.05664520319748067,0.08745637221810908
0.5,held_out_2,271,20000,10,A_fixed_raw,0.0001,0.0001,1,2,1,-0.8260750286609442,0.08745637221810908
0.5,held_out_2,271,20000,10,A_fixed_raw,0.001,0.001,8,10,8,-0.23273735542353458,0.08745637221810908
0.5,held_out_2,271,20000,10,C_fixed_crossing,10,0.0013386491740358859,10,14,10,-0.16678010632707338,0.08745637221810908
0.5,held_out_2,271,20000,10,C_fixed_crossing,25,0.003302449804848514,25,32,25,-0.08055050263744172,0.08745637221810908
0.5,held_out_2,271,20000,10,C_fixed_crossing,50,0.00664433137674185,50,59,50,-0.05757858773313046,0.08745637221810908
0.5,held_out_2,271,20000,10,C_fixed_crossing,100,0.01366325939882703,100,118,100,-0.05282976128205573,0.08745637221810908
0.5,held_out_2,271,20000,10,D_growing_crossing,10,0.0004759589523015483,5,5,5,-0.1486332084985036,0.08745637221810908
0.5,held_out_2,271,20000,10,D_growing_crossing,25,0.001689941978184332,13,17,13,-0.15694837803853257,0.08745637221810908
0.5,held_out_2,271,20000,10,D_growing_crossing,50,0.003302449804848514,25,32,25,-0.08055050263744172,0.08745637221810908
0.5,held_out_2,271,20000,11,A_fixed_raw,1.0e-5,1.0e-5,0,1,0,-7.412288870659033,0.760287900075816
0.5,held_out_2,271,20000,11,A_fixed_raw,0.0001,0.0001,1,3,1,-2.1044453464180712,0.760287900075816
0.5,held_out_2,271,20000,11,A_fixed_raw,0.001,0.001,19,23,19,-0.30949765740481694,0.760287900075816
0.5,held_out_2,271,20000,11,C_fixed_crossing,10,0.0004900271325081146,10,12,10,-0.582664841631218,0.760287900075816
0.5,held_out_2,271,20000,11,C_fixed_crossing,25,0.001174191550430834,25,29,25,-0.4621411288420503,0.760287900075816
0.5,held_out_2,271,20000,11,C_fixed_crossing,50,0.0023624031315717816,50,54,50,-0.4812022526133636,0.760287900075816
0.5,held_out_2,271,20000,11,C_fixed_crossing,100,0.004616559539644604,100,108,100,-0.5881547535194221,0.760287900075816
0.5,held_out_2,271,20000,11,D_growing_crossing,10,0.00021054839310311033,5,7,5,-1.4255234002322437,0.760287900075816
0.5,held_out_2,271,20000,11,D_growing_crossing,25,0.0006096770302959283,13,16,13,-0.6564915386770379,0.760287900075816
0.5,held_out_2,271,20000,11,D_growing_crossing,50,0.001174191550430834,25,29,25,-0.4621411288420503,0.760287900075816
0.5,held_out_2,271,20000,12,A_fixed_raw,1.0e-5,1.0e-5,1,1,1,-8.359345208372448,0.8440821262399694
0.5,held_out_2,271,20000,12,A_fixed_raw,0.0001,0.0001,3,4,3,-2.5757227656064696,0.8440821262399694
0.5,held_out_2,271,20000,12,A_fixed_raw,0.001,0.001,34,36,34,-0.7565877477356819,0.8440821262399694
0.5,held_out_2,271,20000,12,C_fixed_crossing,10,0.00032830235637785544,10,14,10,-1.0810420179607463,0.8440821262399694
0.5,held_out_2,271,20000,12,C_fixed_crossing,25,0.0007585418369957446,25,26,25,-0.7154274770036728,0.8440821262399694
0.5,held_out_2,271,20000,12,C_fixed_crossing,50,0.0014397707390125497,50,50,50,-0.7057241517188553,0.8440821262399694
0.5,held_out_2,271,20000,12,C_fixed_crossing,100,0.0028967325657731522,100,102,100,-0.8689281509612449,0.8440821262399694
0.5,held_out_2,271,20000,12,D_growing_crossing,10,0.0001283190880864945,5,5,5,-2.0191900412912913,0.8440821262399694
0.5,held_out_2,271,20000,12,D_growing_crossing,25,0.00042982562543862905,13,16,13,-0.8801613295652508,0.8440821262399694
0.5,held_out_2,271,20000,12,D_growing_crossing,50,0.0007585418369957446,25,26,25,-0.7154274770036728,0.8440821262399694
0.5,held_out_2,271,20000,13,A_fixed_raw,1.0e-5,1.0e-5,1,1,1,1.4693332003601343,0.3071677326761748
0.5,held_out_2,271,20000,13,A_fixed_raw,0.0001,0.0001,1,1,1,0.14693332003601345,0.3071677326761748
0.5,held_out_2,271,20000,13,A_fixed_raw,0.001,0.001,6,5,5,0.12531714437430397,0.3071677326761748
0.5,held_out_2,271,20000,13,C_fixed_crossing,10,0.0019549017312612067,10,11,10,0.07397197062518793,0.3071677326761748
0.5,held_out_2,271,20000,13,C_fixed_crossing,25,0.004650301358752225,26,25,25,0.04837470607808305,0.3071677326761748
0.5,held_out_2,271,20000,13,C_fixed_crossing,50,0.009288241522043234,50,51,50,0.12032239978280274,0.3071677326761748
0.5,held_out_2,271,20000,13,C_fixed_crossing,100,0.018823969717475915,101,110,101,0.10178082296533915,0.3071677326761748
0.5,held_out_2,271,20000,13,D_growing_crossing,10,0.0009034066930426719,5,5,5,0.22110158338447355,0.3071677326761748
0.5,held_out_2,271,20000,13,D_growing_crossing,25,0.0025224230213006685,13,14,13,0.10708689738402866,0.3071677326761748
0.5,held_out_2,271,20000,13,D_growing_crossing,50,0.004650301358752225,26,25,25,0.04837470607808305,0.3071677326761748
0.5,held_out_2,271,20000,14,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,8.33976336450104,1.2972022936396106
0.5,held_out_2,271,20000,14,A_fixed_raw,0.0001,0.0001,6,5,5,3.135683727087668,1.2972022936396106
0.5,held_out_2,271,20000,14,A_fixed_raw,0.001,0.001,55,49,49,1.1197228687375438,1.2972022936396106
0.5,held_out_2,271,20000,14,C_fixed_crossing,10,0.00021054839310311033,11,10,10,1.6844932756702882,1.2972022936396106
0.5,held_out_2,271,20000,14,C_fixed_crossing,25,0.0005308958772886277,28,25,25,1.0947664806127853,1.2972022936396106
0.5,held_out_2,271,20000,14,C_fixed_crossing,50,0.00101504620911161,56,50,50,1.103619406787142,1.2972022936396106
0.5,held_out_2,271,20000,14,C_fixed_crossing,100,0.002057138485988945,108,100,100,1.295522346555931,1.2972022936396106
0.5,held_out_2,271,20000,14,D_growing_crossing,10,9.589257703246666e-5,6,5,5,3.269996306414843,1.2972022936396106
0.5,held_out_2,271,20000,14,D_growing_crossing,25,0.0002756577678854182,14,13,13,1.3705801682764076,1.2972022936396106
0.5,held_out_2,271,20000,14,D_growing_crossing,50,0.0005308958772886277,28,25,25,1.0947664806127853,1.2972022936396106
0.5,held_out_2,271,20000,1,B_power_scaled_anchor25,0.3333333333333333,0.0012763431671920645,10,13,10,-0.4112383050666756,0.3819730496717949
0.5,held_out_2,271,20000,1,B_power_scaled_anchor25,0.5,0.0016080916232347738,12,15,12,-0.3313546186334087,0.3819730496717949
0.5,held_out_2,271,20000,1,B_power_scaled_anchor25,0.6666666666666666,0.002026068486273107,15,19,15,-0.35938838670203027,0.3819730496717949
0.5,held_out_2,271,20000,1,B_power_scaled_anchor100,0.3333333333333333,0.00456491198814965,37,40,37,-0.321794798117707,0.3819730496717949
0.5,held_out_2,271,20000,1,B_power_scaled_anchor100,0.5,0.005751428704787201,48,53,48,-0.3925486904704186,0.3819730496717949
0.5,held_out_2,271,20000,1,B_power_scaled_anchor100,0.6666666666666666,0.0072463460921310015,59,63,59,-0.37139297306992436,0.3819730496717949
0.5,held_out_2,271,20000,2,B_power_scaled_anchor25,0.3333333333333333,0.0011610553354540671,10,10,10,-0.235530555370948,0.07251655396717029
0.5,held_out_2,271,20000,2,B_power_scaled_anchor25,0.5,0.0014628380572313325,12,13,12,-0.18887362077991998,0.07251655396717029
0.5,held_out_2,271,20000,2,B_power_scaled_anchor25,0.6666666666666666,0.001843060460893077,16,17,16,-0.18160444471938808,0.07251655396717029
0.5,held_out_2,271,20000,2,B_power_scaled_anchor100,0.3333333333333333,0.004665738338972073,36,43,36,-0.09442706490563246,0.07251655396717029
0.5,held_out_2,271,20000,2,B_power_scaled_anchor100,0.5,0.005878461946572456,48,54,48,-0.10005761343130073,0.07251655396717029
0.5,held_out_2,271,20000,2,B_power_scaled_anchor100,0.6666666666666666,0.007406397947492628,60,70,60,-0.08732826841750821,0.07251655396717029
0.5,held_out_2,271,20000,3,B_power_scaled_anchor25,0.3333333333333333,0.0019471596252253363,12,10,10,-1.0346915722648684,0.2982316007191014
0.5,held_out_2,271,20000,3,B_power_scaled_anchor25,0.5,0.0024532673993268137,14,12,12,-0.9638228952253624,0.2982316007191014
0.5,held_out_2,271,20000,3,B_power_scaled_anchor25,0.6666666666666666,0.0030909232374327043,19,16,16,-0.980585016595055,0.2982316007191014
0.5,held_out_2,271,20000,3,B_power_scaled_anchor100,0.3333333333333333,0.007381893268852429,44,41,41,-0.877683034667639,0.2982316007191014
0.5,held_out_2,271,20000,3,B_power_scaled_anchor100,0.5,0.00930060271750445,53,52,52,-0.8596550624010166,0.2982316007191014
0.5,held_out_2,271,20000,3,B_power_scaled_anchor100,0.6666666666666666,0.011718025140493317,66,67,66,-0.8556408421363529,0.2982316007191014
0.5,held_out_2,271,20000,4,B_power_scaled_anchor25,0.3333333333333333,0.0002305383046199242,13,7,7,1.6292009901768647,1.5901957092207055
0.5,held_out_2,271,20000,4,B_power_scaled_anchor25,0.5,0.000290460062797719,16,11,11,1.8139067707091054,1.5901957092207055
0.5,held_out_2,271,20000,4,B_power_scaled_anchor25,0.6666666666666666,0.0003659567472726329,18,13,13,1.4633156158254135,1.5901957092207055
0.5,held_out_2,271,20000,4,B_power_scaled_anchor100,0.3333333333333333,0.0008739957099765387,41,36,36,1.2741001895911983,1.5901957092207055
0.5,held_out_2,271,20000,4,B_power_scaled_anchor100,0.5,0.0011011655925172558,52,46,46,1.3407913665903768,1.5901957092207055
0.5,held_out_2,271,20000,4,B_power_scaled_anchor100,0.6666666666666666,0.0013873817094324512,65,61,61,1.6317374769341257,1.5901957092207055
0.5,held_out_2,271,20000,5,B_power_scaled_anchor25,0.3333333333333333,0.0004188716406047327,12,15,12,-1.584121082361845,0.751197942485476
0.5,held_out_2,271,20000,5,B_power_scaled_anchor25,0.5,0.0005277451972019028,16,18,16,-1.839555465914243,0.751197942485476
0.5,held_out_2,271,20000,5,B_power_scaled_anchor25,0.6666666666666666,0.0006649172829355983,19,22,19,-1.6574613865349397,0.751197942485476
0.5,held_out_2,271,20000,5,B_power_scaled_anchor100,0.3333333333333333,0.001333347647271402,40,43,40,-1.5598135881954895,0.751197942485476
0.5,held_out_2,271,20000,5,B_power_scaled_anchor100,0.5,0.001679912767625044,51,55,51,-1.551732603506452,0.751197942485476
0.5,held_out_2,271,20000,5,B_power_scaled_anchor100,0.6666666666666666,0.0021165574579179477,64,67,64,-1.5275398106827698,0.751197942485476
0.5,held_out_2,271,20000,6,B_power_scaled_anchor25,0.3333333333333333,0.00030849588084194804,10,13,10,-1.214944603162764,1.1372293674543315
0.5,held_out_2,271,20000,6,B_power_scaled_anchor25,0.5,0.0003886804540786309,13,16,13,-1.275785119427063,1.1372293674543315
0.5,held_out_2,271,20000,6,B_power_scaled_anchor25,0.6666666666666666,0.0004897066857763646,16,20,16,-1.0917019141098314,1.1372293674543315
0.5,held_out_2,271,20000,6,B_power_scaled_anchor100,0.3333333333333333,0.0010485175944631104,37,39,37,-0.9577533026374377,1.1372293674543315
0.5,held_out_2,271,20000,6,B_power_scaled_anchor100,0.5,0.001321049388449209,46,49,46,-0.9237645753149197,1.1372293674543315
0.5,held_out_2,271,20000,6,B_power_scaled_anchor100,0.6666666666666666,0.0016644179324579074,59,63,59,-1.0947654793248853,1.1372293674543315
0.5,held_out_2,271,20000,7,B_power_scaled_anchor25,0.3333333333333333,0.00043440442659947737,10,12,10,-1.0498507218036017,0.9924333042822502
0.5,held_out_2,271,20000,7,B_power_scaled_anchor25,0.5,0.0005473152812401939,13,15,13,-0.9155690719873038,0.9924333042822502
0.5,held_out_2,271,20000,7,B_power_scaled_anchor25,0.6666666666666666,0.000689574043763653,15,18,15,-0.7994619545080938,0.9924333042822502
0.5,held_out_2,271,20000,7,B_power_scaled_anchor100,0.3333333333333333,0.00162306209077767,39,43,39,-0.8012663138152892,0.9924333042822502
0.5,held_out_2,271,20000,7,B_power_scaled_anchor100,0.5,0.0020449300934571703,49,54,49,-0.9047084494071678,0.9924333042822502
0.5,held_out_2,271,20000,7,B_power_scaled_anchor100,0.6666666666666666,0.0025764504703101794,62,66,62,-0.9358471858980959,0.9924333042822502
0.5,held_out_2,271,20000,8,B_power_scaled_anchor25,0.3333333333333333,0.0005813002591755211,9,14,9,-0.5306675194866375,0.36414053330894147
0.5,held_out_2,271,20000,8,B_power_scaled_anchor25,0.5,0.0007323924328445845,12,19,12,-0.47422087501179017,0.36414053330894147
0.5,held_out_2,271,20000,8,B_power_scaled_anchor25,0.6666666666666666,0.0009227566429246093,17,21,17,-0.39952402184860203,0.36414053330894147
0.5,held_out_2,271,20000,8,B_power_scaled_anchor100,0.3333333333333333,0.0019330313563714556,36,42,36,-0.30592878549192665,0.36414053330894147
0.5,held_out_2,271,20000,8,B_power_scaled_anchor100,0.5,0.002435466895999235,46,51,46,-0.3007466168705677,0.36414053330894147
0.5,held_out_2,271,20000,8,B_power_scaled_anchor100,0.6666666666666666,0.0030684960085915645,56,65,56,-0.29876647886530566,0.36414053330894147
0.5,held_out_2,271,20000,9,B_power_scaled_anchor25,0.3333333333333333,0.00016018072385313466,11,10,10,1.8741240665576113,1.4440302098093005
0.5,held_out_2,271,20000,9,B_power_scaled_anchor25,0.5,0.0002018150657699622,14,11,11,1.6711856479799785,1.4440302098093005
0.5,held_out_2,271,20000,9,B_power_scaled_anchor25,0.6666666666666666,0.00025427104954949366,17,14,14,1.397736588228656,1.4440302098093005
0.5,held_out_2,271,20000,9,B_power_scaled_anchor100,0.3333333333333333,0.0006343842599674924,41,40,40,1.169838074820347,1.4440302098093005
0.5,held_out_2,271,20000,9,B_power_scaled_anchor100,0.5,0.0007992740828550252,51,52,51,1.1530763631906025,1.4440302098093005
0.5,held_out_2,271,20000,9,B_power_scaled_anchor100,0.6666666666666666,0.0010070222416244652,65,63,63,1.0487272472744038,1.4440302098093005
0.5,held_out_2,271,20000,10,B_power_scaled_anchor25,0.3333333333333333,0.0012041101100089353,9,13,9,-0.18802719063884255,0.08745637221810908
0.5,held_out_2,271,20000,10,B_power_scaled_anchor25,0.5,0.0015170836739914892,12,16,12,-0.18002040757399748,0.08745637221810908
0.5,held_out_2,271,20000,10,B_power_scaled_anchor25,0.6666666666666666,0.0019114056553137285,15,19,15,-0.13379430541911758,0.08745637221810908
0.5,held_out_2,271,20000,10,B_power_scaled_anchor100,0.3333333333333333,0.0050181882353000475,38,47,38,-0.07511129705570244,0.08745637221810908
0.5,held_out_2,271,20000,10,B_power_scaled_anchor100,0.5,0.006322520989989337,48,57,48,-0.06107568563773083,0.08745637221810908
0.5,held_out_2,271,20000,10,B_power_scaled_anchor100,0.6666666666666666,0.007965877283689738,57,70,57,-0.05110002625098072,0.08745637221810908
0.5,held_out_2,271,20000,11,B_power_scaled_anchor25,0.3333333333333333,0.0005061858914273022,11,12,11,-0.6094623584964709,0.760287900075816
0.5,held_out_2,271,20000,11,B_power_scaled_anchor25,0.5,0.0006377542597690589,13,16,13,-0.5868248332804091,0.760287900075816
0.5,held_out_2,271,20000,11,B_power_scaled_anchor25,0.6666666666666666,0.0008035200165431605,16,19,16,-0.4059872394545988,0.760287900075816
0.5,held_out_2,271,20000,11,B_power_scaled_anchor100,0.3333333333333333,0.0017712791747240327,37,41,37,-0.3619822859218953,0.760287900075816
0.5,held_out_2,271,20000,11,B_power_scaled_anchor100,0.5,0.002231671917475228,48,52,48,-0.42395757851052945,0.760287900075816
0.5,held_out_2,271,20000,11,B_power_scaled_anchor100,0.6666666666666666,0.002811730425286294,61,66,61,-0.5401693236244643,0.760287900075816
0.5,held_out_2,271,20000,12,B_power_scaled_anchor25,0.3333333333333333,0.00035686380913078523,10,15,10,-0.9962310724276566,0.8440821262399694
0.5,held_out_2,271,20000,12,B_power_scaled_anchor25,0.5,0.0004496202250695426,13,17,13,-0.8420814829288525,0.8440821262399694
0.5,held_out_2,271,20000,12,B_power_scaled_anchor25,0.6666666666666666,0.0005664859860235874,19,20,19,-0.9402923212520512,0.8440821262399694
0.5,held_out_2,271,20000,12,B_power_scaled_anchor100,0.3333333333333333,0.0011866998545336537,38,43,38,-0.6745787109801548,0.8440821262399694
0.5,held_out_2,271,20000,12,B_power_scaled_anchor100,0.5,0.0014951481266341343,50,52,50,-0.7109078110844795,0.8440821262399694
0.5,held_out_2,271,20000,12,B_power_scaled_anchor100,0.6666666666666666,0.0018837685974572313,63,67,63,-0.715830107677141,0.8440821262399694
0.5,held_out_2,271,20000,13,B_power_scaled_anchor25,0.3333333333333333,0.001784225218415096,9,10,9,0.10607561863643426,0.3071677326761748
0.5,held_out_2,271,20000,13,B_power_scaled_anchor25,0.5,0.0022479829104344574,11,11,11,0.08155848879759409,0.3071677326761748
0.5,held_out_2,271,20000,13,B_power_scaled_anchor25,0.6666666666666666,0.002832280988660314,15,15,15,0.07715962577182178,0.3071677326761748
0.5,held_out_2,271,20000,13,B_power_scaled_anchor100,0.3333333333333333,0.007435846544058874,41,41,41,0.12560568011464635,0.3071677326761748
0.5,held_out_2,271,20000,13,B_power_scaled_anchor100,0.5,0.009368579584647822,51,51,51,0.11143260170092413,0.3071677326761748
0.5,held_out_2,271,20000,13,B_power_scaled_anchor100,0.6666666666666666,0.011803670626313158,65,66,65,0.10904814276565859,0.3071677326761748
0.5,held_out_2,271,20000,14,B_power_scaled_anchor25,0.3333333333333333,0.00021749127544426144,11,10,10,1.6307199066303135,1.2972022936396106
0.5,held_out_2,271,20000,14,B_power_scaled_anchor25,0.5,0.00027402183610070896,14,12,12,1.3783055208771777,1.2972022936396106
0.5,held_out_2,271,20000,14,B_power_scaled_anchor25,0.6666666666666666,0.0003452458794341261,19,17,17,1.450182497725032,1.2972022936396106
0.5,held_out_2,271,20000,14,B_power_scaled_anchor100,0.3333333333333333,0.0007950505853881575,43,37,37,1.104280471762144,1.2972022936396106
0.5,held_out_2,271,20000,14,B_power_scaled_anchor100,0.5,0.001001700968261781,55,49,49,1.1178214898609535,1.2972022936396106
0.5,held_out_2,271,20000,14,B_power_scaled_anchor100,0.6666666666666666,0.0012620641356130941,71,61,61,1.0969251495459746,1.2972022936396106
0.5,held_out_2,271,80000,1,A_fixed_raw,1.0e-5,1.0e-5,0,1,0,-2.12470687027122,0.3819730496717949
0.5,held_out_2,271,80000,1,A_fixed_raw,0.0001,0.0001,4,5,4,-0.4626389663245356,0.3819730496717949
0.5,held_out_2,271,80000,1,A_fixed_raw,0.001,0.001,36,34,34,-0.36853067787298577,0.3819730496717949
0.5,held_out_2,271,80000,1,C_fixed_crossing,10,0.0002562970848744097,10,11,10,-0.6591087133100166,0.3819730496717949
0.5,held_out_2,271,80000,1,C_fixed_crossing,25,0.0007585418369957446,25,26,25,-0.3807164896628619,0.3819730496717949
0.5,held_out_2,271,80000,1,C_fixed_crossing,50,0.001398436386547415,50,50,50,-0.3951052758592889,0.3819730496717949
0.5,held_out_2,271,80000,1,C_fixed_crossing,100,0.002939230973286228,100,101,100,-0.34674329743570353,0.3819730496717949
0.5,held_out_2,271,80000,1,D_growing_crossing,10,0.0002562970848744097,10,11,10,-0.6591087133100166,0.3819730496717949
0.5,held_out_2,271,80000,1,D_growing_crossing,25,0.0007585418369957446,25,26,25,-0.3807164896628619,0.3819730496717949
0.5,held_out_2,271,80000,1,D_growing_crossing,50,0.001398436386547415,50,50,50,-0.3951052758592889,0.3819730496717949
0.5,held_out_2,271,80000,2,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.07251655396717029
0.5,held_out_2,271,80000,2,A_fixed_raw,0.0001,0.0001,4,4,4,-0.22294049992876985,0.07251655396717029
0.5,held_out_2,271,80000,2,A_fixed_raw,0.001,0.001,37,37,37,-0.15529933270264085,0.07251655396717029
0.5,held_out_2,271,80000,2,C_fixed_crossing,10,0.0002525912794932055,10,10,10,-0.14396016962605349,0.07251655396717029
0.5,held_out_2,271,80000,2,C_fixed_crossing,25,0.0007104207327694531,26,25,25,-0.07929255803484805,0.07251655396717029
0.5,held_out_2,271,80000,2,C_fixed_crossing,50,0.001408657371933435,50,50,50,-0.13260675382877082,0.07251655396717029
0.5,held_out_2,271,80000,2,C_fixed_crossing,100,0.0028341343331470753,100,100,100,-0.0907130514290226,0.07251655396717029
0.5,held_out_2,271,80000,2,D_growing_crossing,10,0.0002525912794932055,10,10,10,-0.14396016962605349,0.07251655396717029
0.5,held_out_2,271,80000,2,D_growing_crossing,25,0.0007104207327694531,26,25,25,-0.07929255803484805,0.07251655396717029
0.5,held_out_2,271,80000,2,D_growing_crossing,50,0.001408657371933435,50,50,50,-0.13260675382877082,0.07251655396717029
0.5,held_out_2,271,80000,3,A_fixed_raw,1.0e-5,1.0e-5,1,1,1,-4.374877628984808,0.2982316007191014
0.5,held_out_2,271,80000,3,A_fixed_raw,0.0001,0.0001,3,3,3,-0.7977503540049224,0.2982316007191014
0.5,held_out_2,271,80000,3,A_fixed_raw,0.001,0.001,23,21,21,-1.259431076317874,0.2982316007191014
0.5,held_out_2,271,80000,3,C_fixed_crossing,10,0.0004174857692247069,11,10,10,-1.0248838148996215,0.2982316007191014
0.5,held_out_2,271,80000,3,C_fixed_crossing,25,0.0010917228045780219,25,26,25,-1.3026049457551796,0.2982316007191014
0.5,held_out_2,271,80000,3,C_fixed_crossing,50,0.0022449951732959757,50,50,50,-1.108986353391061,0.2982316007191014
0.5,held_out_2,271,80000,3,C_fixed_crossing,100,0.004292317830317338,100,101,100,-1.1158294320583453,0.2982316007191014
0.5,held_out_2,271,80000,3,D_growing_crossing,10,0.0004174857692247069,11,10,10,-1.0248838148996215,0.2982316007191014
0.5,held_out_2,271,80000,3,D_growing_crossing,25,0.0010917228045780219,25,26,25,-1.3026049457551796,0.2982316007191014
0.5,held_out_2,271,80000,3,D_growing_crossing,50,0.0022449951732959757,50,50,50,-1.108986353391061,0.2982316007191014
0.5,held_out_2,271,80000,4,A_fixed_raw,1.0e-5,1.0e-5,3,3,3,3.2862047769977027,1.5901957092207055
0.5,held_out_2,271,80000,4,A_fixed_raw,0.0001,0.0001,19,18,18,2.197121462186591,1.5901957092207055
0.5,held_out_2,271,80000,4,A_fixed_raw,0.001,0.001,183,184,183,1.4941252956287843,1.5901957092207055
0.5,held_out_2,271,80000,4,C_fixed_crossing,10,6.194775589193603e-5,13,10,10,2.7405495157883957,1.5901957092207055
0.5,held_out_2,271,80000,4,C_fixed_crossing,25,0.00015282521987395884,27,25,25,1.5508447808575596,1.5901957092207055
0.5,held_out_2,271,80000,4,C_fixed_crossing,50,0.0002756577678854182,51,50,50,1.5827509235416592,1.5901957092207055
0.5,held_out_2,271,80000,4,C_fixed_crossing,100,0.0005465878583649445,103,100,100,1.6011179611396247,1.5901957092207055
0.5,held_out_2,271,80000,4,D_growing_crossing,10,6.194775589193603e-5,13,10,10,2.7405495157883957,1.5901957092207055
0.5,held_out_2,271,80000,4,D_growing_crossing,25,0.00015282521987395884,27,25,25,1.5508447808575596,1.5901957092207055
0.5,held_out_2,271,80000,4,D_growing_crossing,50,0.0002756577678854182,51,50,50,1.5827509235416592,1.5901957092207055
0.5,held_out_2,271,80000,5,A_fixed_raw,1.0e-5,1.0e-5,1,3,1,-2.6600975905455293,0.751197942485476
0.5,held_out_2,271,80000,5,A_fixed_raw,0.0001,0.0001,14,14,14,-2.155680328607412,0.751197942485476
0.5,held_out_2,271,80000,5,A_fixed_raw,0.001,0.001,123,123,123,-1.5287553279838828,0.751197942485476
0.5,held_out_2,271,80000,5,C_fixed_crossing,10,7.935164085697104e-5,11,10,10,-1.5829395479142594,0.751197942485476
0.5,held_out_2,271,80000,5,C_fixed_crossing,25,0.0002015468384785948,26,25,25,-1.8574687636433342,0.751197942485476
0.5,held_out_2,271,80000,5,C_fixed_crossing,50,0.00041144933298928424,50,51,50,-1.5191943229137108,0.751197942485476
0.5,held_out_2,271,80000,5,C_fixed_crossing,100,0.0008158420909719421,100,101,100,-1.529943857187404,0.751197942485476
0.5,held_out_2,271,80000,5,D_growing_crossing,10,7.935164085697104e-5,11,10,10,-1.5829395479142594,0.751197942485476
0.5,held_out_2,271,80000,5,D_growing_crossing,25,0.0002015468384785948,26,25,25,-1.8574687636433342,0.751197942485476
0.5,held_out_2,271,80000,5,D_growing_crossing,50,0.00041144933298928424,50,51,50,-1.5191943229137108,0.751197942485476
0.5,held_out_2,271,80000,6,A_fixed_raw,1.0e-5,1.0e-5,1,2,1,-2.124323725211097,1.1372293674543315
0.5,held_out_2,271,80000,6,A_fixed_raw,0.0001,0.0001,14,17,14,-1.6847592842006431,1.1372293674543315
0.5,held_out_2,271,80000,6,A_fixed_raw,0.001,0.001,152,152,152,-1.057183137791351,1.1372293674543315
0.5,held_out_2,271,80000,6,C_fixed_crossing,10,5.801785476786997e-5,10,12,10,-2.0550019117230196,1.1372293674543315
0.5,held_out_2,271,80000,6,C_fixed_crossing,25,0.0001729657825020706,25,27,25,-1.2585862087729938,1.1372293674543315
0.5,held_out_2,271,80000,6,C_fixed_crossing,50,0.00033311893057379785,50,53,50,-1.0728503323672958,1.1372293674543315
0.5,held_out_2,271,80000,6,C_fixed_crossing,100,0.0006653523812840374,100,102,100,-1.0727003732675309,1.1372293674543315
0.5,held_out_2,271,80000,6,D_growing_crossing,10,5.801785476786997e-5,10,12,10,-2.0550019117230196,1.1372293674543315
0.5,held_out_2,271,80000,6,D_growing_crossing,25,0.0001729657825020706,25,27,25,-1.2585862087729938,1.1372293674543315
0.5,held_out_2,271,80000,6,D_growing_crossing,50,0.00033311893057379785,50,53,50,-1.0728503323672958,1.1372293674543315
0.5,held_out_2,271,80000,7,A_fixed_raw,1.0e-5,1.0e-5,1,1,1,-1.7413433192503545,0.9924333042822502
0.5,held_out_2,271,80000,7,A_fixed_raw,0.0001,0.0001,11,12,11,-1.3868175403775052,0.9924333042822502
0.5,held_out_2,271,80000,7,A_fixed_raw,0.001,0.001,100,102,100,-0.6668280145415983,0.9924333042822502
0.5,held_out_2,271,80000,7,C_fixed_crossing,10,9.382034367716201e-5,10,12,10,-1.4694722090930823,0.9924333042822502
0.5,held_out_2,271,80000,7,C_fixed_crossing,25,0.000260057258694425,25,26,25,-0.6801851398147039,0.9924333042822502
0.5,held_out_2,271,80000,7,C_fixed_crossing,50,0.0004864715765156419,50,51,50,-0.7700567415910062,0.9924333042822502
0.5,held_out_2,271,80000,7,C_fixed_crossing,100,0.0010003696328807882,100,102,100,-0.6662149319409689,0.9924333042822502
0.5,held_out_2,271,80000,7,D_growing_crossing,10,9.382034367716201e-5,10,12,10,-1.4694722090930823,0.9924333042822502
0.5,held_out_2,271,80000,7,D_growing_crossing,25,0.000260057258694425,25,26,25,-0.6801851398147039,0.9924333042822502
