point,direction,h,objA_registered,objB_fixed_dual_raw,objC_fd_Delta,ratio_A_vs_C,ratio_B_vs_C,switch_bp,switch_bm,switch_pm,cells_with_switches,min_dist_to_draw,link_switch_bp,link_switch_bm,link_switch_pm,Delta_base,eval_p_Delta,eval_m_Delta,eval_p_nStatus,eval_m_nStatus
calibration_theta0,normalized_technology_block,3.0e-7,3.8217566678065285e6,3.8217566703921575e6,3.8217566687947763e6,0.9999999997414153,1.0000000004179703,0,0,0,0,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.554623441767361e-6,7.554394136367234e-6,0,0
calibration_theta0,normalized_technology_block,1.0e-6,2.3449083265849292e8,3.821756671408366e6,3.8217566677190447e6,61.35681914004355,1.000000000965347,0,0,0,0,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.554891288573059e-6,7.5541269372395155e-6,0,0
calibration_theta0,normalized_technology_block,3.0e-6,8.071121820221762e7,3.016143537370929e8,1.843337197555792e8,0.4378537920747121,1.6362408035655343,0,2,2,2,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.555658486858725e-6,7.445058255005378e-6,0,0
calibration_theta0,normalized_technology_block,1.0e-5,-1.1923577643002842e8,9.31592937303023e7,5.789031118674028e7,-2.0596844961741936,1.6092380887328923,0,2,2,2,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.558366100770932e-6,7.442585478397451e-6,0,0
calibration_theta0,normalized_technology_block,3.0e-5,1.4758808473643225e7,-1.5121718020981e8,-9.915082211603387e7,-0.14885210388242004,1.5251228076842782,3,3,6,5,4.68106491791076e-7,0,0,0,7.554508757038379e-6,6.986464456888802e-6,7.581369389585005e-6,0,0
calibration_theta0,normalized_technology_block,0.0001,1.3465680867716338e7,2.160705322081736e7,2.7766628855571076e7,0.4849591550259294,0.7781662416855526,8,6,14,8,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.364166344142737e-6,6.808833767031316e-6,0,0
calibration_theta0,normalized_technology_block,0.0003,7.590940689955745e6,1.1252045343704086e7,1.060194972430908e7,0.7159947827851486,1.0613184967199392,17,21,38,12,4.68106491791076e-7,0,0,0,7.554508757038379e-6,8.308323364639423e-6,7.672206381180878e-6,0,0
calibration_theta0,normalized_technology_block,0.001,2.6100903586108416e7,1.0279666582910988e7,1.5522268971350057e7,1.6815134201245758,0.6622528318433661,69,77,146,14,4.68106491791076e-7,0,0,0,7.554508757038379e-6,1.5901443603896765e-5,1.2796989809626754e-5,0,0
calibration_theta0,normalized_participation_block,1.0e-7,-1.081589626486007e6,-1.0815862147137523e6,-1.0815861921619077e6,1.0000031752662193,1.0000000208507143,0,0,0,0,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.554497942202829e-6,7.554519573926672e-6,0,0
calibration_theta0,normalized_participation_block,3.0e-7,-1.0815862195809484e6,-1.0815862198554291e6,-1.0815862088766913e6,1.0000000098968136,1.0000000101505897,0,0,0,0,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.554476318687792e-6,7.554541213860324e-6,0,0
calibration_theta0,normalized_participation_block,1.0e-6,-2.39847121449517e8,-1.0815862201925484e6,-1.0815862290036057e6,221.75496970821496,0.9999999918535785,0,0,0,0,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.55440070103136e-6,7.55461701827716e-6,0,0
calibration_theta0,normalized_participation_block,3.0e-6,-8.067009796355152e7,-1.96507702847608e8,-1.0508759987854701e8,0.7676462118916452,1.8699418682577014,1,0,1,1,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.491781596526201e-6,7.554834156453329e-6,0,0
calibration_theta0,normalized_participation_block,1.0e-5,1.2322434317923072e8,-9.041946908027384e7,-5.526838644149984e7,-2.229562886002842,1.6360070358844385,2,0,2,2,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.445063832181435e-6,7.555600605064434e-6,0,0
calibration_theta0,normalized_participation_block,3.0e-5,-1.324488852684452e7,1.5013596159298638e8,9.708819897947592e7,-0.13642119913713138,1.546387338225571,3,2,5,4,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.588696970746784e-6,7.006167776869928e-6,0,0
calibration_theta0,normalized_participation_block,0.0001,1.8171427500770494e7,4.2502484829061426e7,1.7398531115544718e7,1.044423082620764,2.442877766335549,5,7,12,7,4.68106491791076e-7,0,0,0,7.554508757038379e-6,7.561645871775582e-6,7.213675249464688e-6,0,0
