config,nStatus,wall,n_fc,n_ga,n_above_cap,n_numerical_failure,n_trials,g0,best_g,best_Delta,exploded,terminal_g,objective_scale_resolved,stage,algorithm,delta_param,box_radius,classification,detail
D4_stage1_active_delta0.01,-200,14.288629462,14,14,8,0,18,-0.042387309873330684,-0.04883520538431961,0.0017159983705130131,false,-0.34238730987333066,0.0001,1,active,0.01,0.3,worse_than_profile,best_Delta=0.0017159983705130131 at g=-0.04883520538431961 is more than 1.2x the profile's own interpolated 4.0862650498558105e-5 at the same g
D4_stage1_active_delta0.05,-200,4.643977641,14,14,8,0,18,-0.042387309873330684,-0.04883520538431961,0.0017159983705130131,false,-0.34238730987333066,0.0001,1,active,0.05,0.3,worse_than_profile,best_Delta=0.0017159983705130131 at g=-0.04883520538431961 is more than 1.2x the profile's own interpolated 4.0862650498558105e-5 at the same g
D4_stage1_active_delta0.1,-200,4.14154607,14,14,8,0,18,-0.042387309873330684,-0.04883520538431961,0.0017159983705130131,false,-0.34238730987333066,0.0001,1,active,0.1,0.3,worse_than_profile,best_Delta=0.0017159983705130131 at g=-0.04883520538431961 is more than 1.2x the profile's own interpolated 4.0862650498558105e-5 at the same g
D4_stage1_sqp_delta0.01,-200,5.995665514,92,21,6,0,61,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.34238730987333066,0.0001,1,sqp,0.01,0.3,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_stage1_sqp_delta0.05,-200,6.095273602,92,21,6,0,61,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.34238730987333066,0.0001,1,sqp,0.05,0.3,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_stage1_sqp_delta0.1,-200,5.992259318,92,21,6,0,61,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.34238730987333066,0.0001,1,sqp,0.1,0.3,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_stage1_interior_cg_delta0.01,-410,3.54381539,26,26,0,0,26,-0.042387309873330684,-0.04808826895778492,0.0013671209757121672,false,-0.058953028152257184,0.0001,1,interior_cg,0.01,0.3,worse_than_profile,best_Delta=0.0013671209757121672 at g=-0.04808826895778492 is more than 1.2x the profile's own interpolated 3.360473593698768e-5 at the same g
D4_stage1_interior_cg_delta0.05,-410,3.534561409,26,26,0,0,26,-0.042387309873330684,-0.04808826895778492,0.0013671209757121672,false,-0.058953028152257184,0.0001,1,interior_cg,0.05,0.3,worse_than_profile,best_Delta=0.0013671209757121672 at g=-0.04808826895778492 is more than 1.2x the profile's own interpolated 3.360473593698768e-5 at the same g
D4_stage1_interior_cg_delta0.1,-410,3.424241565,26,26,0,0,26,-0.042387309873330684,-0.04808826895778492,0.0013671209757121672,false,-0.058953028152257184,0.0001,1,interior_cg,0.1,0.3,worse_than_profile,best_Delta=0.0013671209757121672 at g=-0.04808826895778492 is more than 1.2x the profile's own interpolated 3.360473593698768e-5 at the same g
D4_stage2_active_box0.1,-400,3.516031379,31,26,0,0,27,-0.042387309873330684,-0.0587463374724025,0.00999162674171909,false,-0.0587463374724025,0.0001,2,active,0.01,0.1,worse_than_profile,best_Delta=0.00999162674171909 at g=-0.0587463374724025 is more than 1.2x the profile's own interpolated 0.0005472855092450592 at the same g
D4_stage2_active_box0.25,-200,21.097220184,14,14,8,0,18,-0.042387309873330684,-0.04883520538431961,0.0017159983705130131,false,-0.29238730987333067,0.0001,2,active,0.01,0.25,worse_than_profile,best_Delta=0.0017159983705130131 at g=-0.04883520538431961 is more than 1.2x the profile's own interpolated 4.0862650498558105e-5 at the same g
D4_stage2_active_box0.5,-200,1.364614551,14,14,8,0,18,-0.042387309873330684,-0.04883520538431961,0.0017159983705130131,false,-0.4170392680429811,0.0001,2,active,0.01,0.5,worse_than_profile,best_Delta=0.0017159983705130131 at g=-0.04883520538431961 is more than 1.2x the profile's own interpolated 4.0862650498558105e-5 at the same g
D4_stage2_sqp_box0.1,-400,4.061498963,101,26,0,0,67,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.058754118851946355,0.0001,2,sqp,0.01,0.1,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_stage2_sqp_box0.25,-200,21.964365386,92,21,6,0,61,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.29238730987333067,0.0001,2,sqp,0.01,0.25,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_stage2_sqp_box0.5,-200,3.168675561,92,21,6,0,61,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.4170392680429811,0.0001,2,sqp,0.01,0.5,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_stage2_interior_cg_box0.1,-410,3.105116263,26,26,0,0,26,-0.042387309873330684,-0.048088259765212776,0.0013671200901868802,false,-0.05895468585992896,0.0001,2,interior_cg,0.01,0.1,worse_than_profile,best_Delta=0.0013671200901868802 at g=-0.048088259765212776 is more than 1.2x the profile's own interpolated 3.360465506279378e-5 at the same g
D4_stage2_interior_cg_box0.25,-410,3.236701582,26,26,0,0,26,-0.042387309873330684,-0.04808826815008342,0.001367120897905815,false,-0.05895310746354819,0.0001,2,interior_cg,0.01,0.25,worse_than_profile,best_Delta=0.001367120897905815 at g=-0.04808826815008342 is more than 1.2x the profile's own interpolated 3.360472883100279e-5 at the same g
D4_stage2_interior_cg_box0.5,-410,3.122191381,26,26,0,0,26,-0.042387309873330684,-0.048088269736937105,0.0013671210507683492,false,-0.058952951674219926,0.0001,2,interior_cg,0.01,0.5,worse_than_profile,best_Delta=0.0013671210507683492 at g=-0.048088269736937105 is more than 1.2x the profile's own interpolated 3.360474279180327e-5 at the same g
D4_confirm_active_delta0.001_upper,-410,3.223610274,26,26,0,0,24,-0.042387309873330684,-0.043935205384319616,0.00012136510873719073,false,-0.04720522692879102,0.0001,3,active,0.01,0.1,worse_than_profile,best_Delta=0.00012136510873719073 at g=-0.043935205384319616 is more than 1.2x the profile's own interpolated 1.1329236365094734e-5 at the same g
D4_confirm_active_delta0.001_lower,-200,1.475287893,13,13,8,0,17,-0.042387309873330684,-0.04077324777162949,0.00013544490925093474,false,0.05761269012666932,0.0001,3,active,0.01,0.1,passed,best_g=-0.04077324777162949 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_active_delta0.01_upper,-400,3.201585796,31,26,0,0,27,-0.042387309873330684,-0.0587463374724025,0.00999162674171909,false,-0.0587463374724025,0.0001,3,active,0.01,0.1,worse_than_profile,best_Delta=0.00999162674171909 at g=-0.0587463374724025 is more than 1.2x the profile's own interpolated 0.0005472855092450592 at the same g
D4_confirm_active_delta0.01_lower,-200,1.470626882,13,13,8,0,17,-0.042387309873330684,-0.035873247771629486,0.002449828562662843,false,0.05761269012666932,0.0001,3,active,0.01,0.1,passed,best_g=-0.035873247771629486 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_active_delta1.0_upper,0,1.482325885,11,11,0,0,11,-0.042387309873330684,-0.1423873098733307,0.35895443386016584,false,-0.1423873098733307,0.0001,3,active,0.01,0.1,passed,moved to g=-0.1423873098733307, Delta=0.35895443386016584, consistent with (or better than) the profile's own interpolated 0.35992331613141065
D4_confirm_active_delta1.0_lower,-200,1.475982754,13,13,8,0,17,-0.042387309873330684,-0.035873247771629486,0.002449828562662843,false,0.05761269012666932,0.0001,3,active,0.01,0.1,passed,best_g=-0.035873247771629486 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_sqp_delta0.001_upper,-410,4.235646033,129,26,0,0,86,-0.042387309873330684,-0.047189922343540955,0.0009994674233375492,false,-0.048012080295108714,0.0001,3,sqp,0.01,0.1,worse_than_profile,best_Delta=0.0009994674233375492 at g=-0.047189922343540955 is more than 1.2x the profile's own interpolated 2.6561905641780433e-5 at the same g
D4_confirm_sqp_delta0.001_lower,-410,3.008521329,26,26,0,0,26,-0.042387309873330684,-0.03831585107487889,0.0009094944553849804,false,-0.038133035452885884,0.0001,3,sqp,0.01,0.1,passed,best_g=-0.03831585107487889 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_sqp_delta0.01_upper,-400,3.9475237,101,26,0,0,67,-0.042387309873330684,-0.05875451053781411,0.009993748806713483,false,-0.058754118851946355,0.0001,3,sqp,0.01,0.1,worse_than_profile,best_Delta=0.009993748806713483 at g=-0.05875451053781411 is more than 1.2x the profile's own interpolated 0.00054845780339014 at the same g
D4_confirm_sqp_delta0.01_lower,-200,1.308030633,12,12,8,0,16,-0.042387309873330684,-0.03831585107487889,0.0009094944553849804,false,0.05761269012666932,0.0001,3,sqp,0.01,0.1,passed,best_g=-0.03831585107487889 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_sqp_delta1.0_upper,0,1.433170779,10,10,0,0,10,-0.042387309873330684,-0.1423873098733307,0.35895443386016584,false,-0.1423873098733307,0.0001,3,sqp,0.01,0.1,passed,moved to g=-0.1423873098733307, Delta=0.35895443386016584, consistent with (or better than) the profile's own interpolated 0.35992331613141065
D4_confirm_sqp_delta1.0_lower,-200,1.381384807,12,12,8,0,16,-0.042387309873330684,-0.022031093851424217,0.04551570780596463,false,0.05761269012666932,0.0001,3,sqp,0.01,0.1,passed,best_g=-0.022031093851424217 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_interior_cg_delta0.001_upper,-101,4.264412584,103,25,0,0,98,-0.042387309873330684,-0.04718992238177849,0.0009994674264994692,false,-0.04718992238177849,0.0001,3,interior_cg,0.01,0.1,worse_than_profile,best_Delta=0.0009994674264994692 at g=-0.04718992238177849 is more than 1.2x the profile's own interpolated 2.656190590768271e-5 at the same g
D4_confirm_interior_cg_delta0.001_lower,0,1.885955356,39,11,0,0,38,-0.042387309873330684,-0.03813705436209746,0.0009996007000750943,false,-0.03813705436209746,0.0001,3,interior_cg,0.01,0.1,passed,best_g=-0.03813705436209746 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_interior_cg_delta0.01_upper,-410,3.086126465,26,26,0,0,26,-0.042387309873330684,-0.048088259765212776,0.0013671200901868802,false,-0.05895468585992896,0.0001,3,interior_cg,0.01,0.1,worse_than_profile,best_Delta=0.0013671200901868802 at g=-0.048088259765212776 is more than 1.2x the profile's own interpolated 3.360465506279378e-5 at the same g
D4_confirm_interior_cg_delta0.01_lower,-400,4.860040499,106,26,0,0,103,-0.042387309873330684,-0.030054591520562342,0.009960744803893572,false,-0.030054591520562342,0.0001,3,interior_cg,0.01,0.1,passed,best_g=-0.030054591520562342 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D4_confirm_interior_cg_delta1.0_upper,0,1.344282578,10,10,0,0,10,-0.042387309873330684,-0.1423872890369155,0.35895428775602817,false,-0.1423872890369155,0.0001,3,interior_cg,0.01,0.1,passed,moved to g=-0.1423872890369155, Delta=0.35895428775602817, consistent with (or better than) the profile's own interpolated 0.3599230947310599
D4_confirm_interior_cg_delta1.0_lower,-410,1.709315077,27,26,43,0,48,-0.042387309873330684,-0.03668631557542296,0.001842345743630206,false,0.05671971263970267,0.0001,3,interior_cg,0.01,0.1,passed,best_g=-0.03668631557542296 outside the profile's own solved g-range [-0.15808257,-0.04238731] -- cannot compare directly
D20_stage1_active_delta0.01,-200,193.321671889,14,14,8,0,18,-0.418770712787832,-0.4592246528611447,0.13859720899837544,false,-0.568770712787832,0.0001,1,active,0.01,0.15,passed,moved to g=-0.4592246528611447, Delta=0.13859720899837544, consistent with (or better than) the profile's own interpolated 0.13122166708224225
D20_stage1_active_delta0.05,-200,194.15992717,14,14,8,0,18,-0.418770712787832,-0.4592246528611447,0.13859720899837544,false,-0.568770712787832,0.0001,1,active,0.05,0.15,passed,moved to g=-0.4592246528611447, Delta=0.13859720899837544, consistent with (or better than) the profile's own interpolated 0.13122166708224225
D20_stage1_active_delta0.1,-200,200.914571155,14,14,8,0,18,-0.418770712787832,-0.4592246528611447,0.13859720899837544,false,-0.568770712787832,0.0001,1,active,0.1,0.15,passed,moved to g=-0.4592246528611447, Delta=0.13859720899837544, consistent with (or better than) the profile's own interpolated 0.13122166708224225
D20_stage1_sqp_delta0.01,-200,187.334419817,12,12,6,0,15,-0.418770712787832,-0.47549431441395795,0.29640122884193204,false,-0.568770712787832,0.0001,1,sqp,0.01,0.15,passed,moved to g=-0.47549431441395795, Delta=0.29640122884193204, consistent with (or better than) the profile's own interpolated 0.3046016396269722
D20_stage1_sqp_delta0.05,-200,190.082942444,12,12,6,0,15,-0.418770712787832,-0.47549431441395795,0.29640122884193204,false,-0.568770712787832,0.0001,1,sqp,0.05,0.15,passed,moved to g=-0.47549431441395795, Delta=0.29640122884193204, consistent with (or better than) the profile's own interpolated 0.3046016396269722
D20_stage1_sqp_delta0.1,-200,189.405323824,12,12,6,0,15,-0.418770712787832,-0.47549431441395795,0.29640122884193204,false,-0.568770712787832,0.0001,1,sqp,0.1,0.15,passed,moved to g=-0.47549431441395795, Delta=0.29640122884193204, consistent with (or better than) the profile's own interpolated 0.3046016396269722
D20_stage2_active_box0.1,-200,198.417005396,14,14,8,0,18,-0.418770712787832,-0.4592246528611447,0.13859720899837544,false,-0.518770712787832,0.0001,2,active,0.01,0.1,passed,moved to g=-0.4592246528611447, Delta=0.13859720899837544, consistent with (or better than) the profile's own interpolated 0.13122166708224225
D20_stage2_active_box0.25,-200,198.946120414,14,14,8,0,18,-0.418770712787832,-0.4592246528611447,0.13859720899837544,false,-0.668770712787832,0.0001,2,active,0.01,0.25,passed,moved to g=-0.4592246528611447, Delta=0.13859720899837544, consistent with (or better than) the profile's own interpolated 0.13122166708224225
D20_stage2_active_box0.5,-200,197.847242707,14,14,8,0,18,-0.418770712787832,-0.4592246528611447,0.13859720899837544,false,-0.7381733192743957,0.0001,2,active,0.01,0.5,passed,moved to g=-0.4592246528611447, Delta=0.13859720899837544, consistent with (or better than) the profile's own interpolated 0.13122166708224225
D20_stage2_sqp_box0.1,-200,190.469369869,13,13,8,0,17,-0.418770712787832,-0.47549431441395795,0.29640122884193204,false,-0.518770712787832,0.0001,2,sqp,0.01,0.1,passed,moved to g=-0.47549431441395795, Delta=0.29640122884193204, consistent with (or better than) the profile's own interpolated 0.3046016396269722
D20_stage2_sqp_box0.25,-200,184.88297054,12,12,6,0,15,-0.418770712787832,-0.47549431441395795,0.29640122884193204,false,-0.668770712787832,0.0001,2,sqp,0.01,0.25,passed,moved to g=-0.47549431441395795, Delta=0.29640122884193204, consistent with (or better than) the profile's own interpolated 0.3046016396269722
D20_stage2_sqp_box0.5,0,178.61058539,23,18,2,0,23,-0.418770712787832,-0.4965491809789112,0.9182616065005567,false,-0.4978804675814845,0.0001,2,sqp,0.01,0.5,passed,moved to g=-0.4965491809789112, Delta=0.9182616065005567, consistent with (or better than) the profile's own interpolated 1.0194099234584963
D20_interior_direct_reference,-201,124.61516638,17,13,26,0,28,-0.418770712787832,-0.418771294017029,0.00040720385629886057,false,-0.5687706974121152,0.0001,0,interior_direct,1.0,0.15,stuck_at_pareto,did not move from g0=-0.418770712787832; profile shows a better within-budget corridor beyond the Pareto point
