target,scramble,W,direction,cross_target,t,pred_B,pred_C,secant_block_fixed_dual,secant_reopt,one_sided,lfd_ok_p,lfd_ok_m
0.1,tuning,80000,dense_random_3,c100,0.0003874954861141574,-0.17672927169161937,-0.17672927169161937,-0.16263592599178603,-0.16270692894207597,-0.1843299684617605,true,true
0.1,tuning,80000,dense_random_3,c400,0.0014586778309488304,-0.17672927169161937,-0.17672927169161937,-0.14129856689774195,-0.14162965313014214,-0.12808413921562825,true,true
0.1,tuning,320000,sparse_random_1,c25,2.2652004652241607e-5,-1.442634304999834,-1.3584881189185143,-1.3388481469819349,-1.3389248659570565,-1.4832536555237579,true,true
0.1,tuning,320000,sparse_random_1,c100,9.125112132571175e-5,-1.442634304999834,-1.3584881189185143,-1.2513381399167491,-1.2514340738638419,-1.2495014874685202,true,true
0.1,tuning,320000,sparse_random_1,c400,0.00036483693306330403,-1.442634304999834,-1.3584881189185143,-1.3017483979492241,-1.3023482149867138,-1.2593138586127937,true,true
0.1,tuning,320000,origin_block,c25,3.203109523792818e-5,-0.0903776913820807,-0.10035682207610692,-0.15244504676490417,-0.15236009259312425,-0.2512557938498863,true,true
0.1,tuning,320000,origin_block,c100,0.00013398564267899326,-0.0903776913820807,-0.10035682207610692,-0.09756263599927198,-0.09716672171660078,-0.09352345221800641,true,true
0.1,tuning,320000,origin_block,c400,0.0005438270591842945,-0.0903776913820807,-0.10035682207610692,-0.11635472315829355,-0.11627426850685944,-0.11432040653604147,true,true
0.1,tuning,320000,sparse_random_2,c25,0.00015813203342818295,0.15484222862507932,0.16336644591012106,0.14932235242561337,0.14923632947939902,0.1314042213008638,true,true
0.1,tuning,320000,sparse_random_2,c100,0.0006664649463753755,0.15484222862507932,0.16336644591012106,0.1531260828154566,0.1530644660285234,0.15541534095170573,true,true
0.1,tuning,320000,sparse_random_2,c400,0.002585556143372184,0.15484222862507932,0.16336644591012106,0.15737931320676204,0.15683278730431127,0.17064060362112687,true,true
0.1,tuning,320000,dest_block,c25,3.95511639862757e-5,0.04134956520595404,-0.015733314335178387,0.005615619636401339,0.005691752992898909,0.02537136734923774,true,true
0.1,tuning,320000,dest_block,c100,0.00014123916256311388,0.04134956520595404,-0.015733314335178387,-0.009924391416788147,-0.009681023257832247,0.005791184049151435,true,true
0.1,tuning,320000,dest_block,c400,0.0005689665067993544,0.04134956520595404,-0.015733314335178387,-0.016059607705709324,-0.015694176481894938,-0.018595479249239856,true,true
