design,W,t_uniform_and_transform_s,t_ctx_build_s,t_pairwise_s,t_witness_s,t_total_s,draw_matrix_bytes,draw_matrix_gb,peak_rss_gb
pseudorandom,500000,NaN,162.682638214,0.676620227,20.077034484,177.69576716423035,80000000,0.07450580596923828,10.820598602294922
sobol_randomized,500000,0.381077728,123.861084391,0.654261353,21.708163278,126.46902680397034,80000000,0.07450580596923828,15.72903823852539
halton_scrambled,500000,1.901529133,135.27389072,0.570254261,20.330971883,138.9655900001526,80000000,0.07450580596923828,20.318607330322266
