point,direction,step_type,epsilon,obj_old,obj_new,improves_objective,Delta0,Delta_new,within_budget,delta_budget,status
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_3,3.0e-6,0.0185350879704246,0.018534725941182523,false,2.5148317660166875,2.514763635821317,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_3,1.0e-5,0.0185350879704246,0.018533881206284342,false,2.5148317660166875,2.514600755878336,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_3,3.0e-5,0.0185350879704246,0.01853146767800383,false,2.5148317660166875,1.2702211346855397,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_3,0.0001,0.0185350879704246,0.018523020329022033,false,2.5148317660166875,0.8546344586167134,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,projected_tangent,1.0e-6,0.0185350879704246,0.01853412231163942,false,2.5148317660166875,2.5148254505019976,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,projected_tangent,3.0e-6,0.0185350879704246,0.018532190994069057,false,2.5148317660166875,2.514812819697366,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,projected_tangent,1.0e-5,0.0185350879704246,0.018525431382572795,false,2.5148317660166875,2.514780815168965,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,projected_tangent,3.0e-5,0.0185350879704246,0.01850611820686918,false,2.5148317660166875,1.2705225023774571,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,projected_tangent,0.0001,0.0185350879704246,0.01843852209190653,false,2.5148317660166875,1.270373969087276,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,pure_objective,1.0e-6,0.0185350879704246,0.0185340879704246,false,2.5148317660166875,2.514832832039507,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,pure_objective,3.0e-6,0.0185350879704246,0.0185320879704246,false,2.5148317660166875,2.5148349642829246,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,pure_objective,1.0e-5,0.0185350879704246,0.0185250879704246,false,2.5148317660166875,2.5148546298744288,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,pure_objective,3.0e-5,0.0185350879704246,0.0185050879704246,false,2.5148317660166875,2.5148885194233404,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,pure_objective,0.0001,0.0185350879704246,0.0184350879704246,false,2.5148317660166875,2.5149985588641526,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_2,1.0e-6,0.0185350879704246,0.01853485740728043,false,2.5148317660166875,2.5148330136115162,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_2,3.0e-6,0.0185350879704246,0.018534396280992085,false,2.5148317660166875,NaN,false,0.1,NumericalFailure
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_2,1.0e-5,0.0185350879704246,0.018532782338982885,false,2.5148317660166875,NaN,false,0.1,NumericalFailure
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_2,3.0e-5,0.0185350879704246,0.018528171076099456,false,2.5148317660166875,NaN,false,0.1,NumericalFailure
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_2,0.0001,0.0185350879704246,0.018512031656007455,false,2.5148317660166875,NaN,false,0.1,NumericalFailure
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_1,1.0e-6,0.0185350879704246,0.018535034307209756,false,2.5148317660166875,2.5148123891986596,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_1,3.0e-6,0.0185350879704246,0.018534926980780072,false,2.5148317660166875,2.5147736357828534,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_1,1.0e-5,0.0185350879704246,0.018534551338276178,false,2.5148317660166875,2.514638001140956,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_1,3.0e-5,0.0185350879704246,0.01853347807397933,false,2.5148317660166875,1.2702764515622778,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,random_tangent_1,0.0001,0.0185350879704246,0.01852972164894036,false,2.5148317660166875,1.269596323901602,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,objective_gradient,1.0e-6,0.0185350879704246,0.0185340879704246,false,2.5148317660166875,2.514832832039507,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,objective_gradient,3.0e-6,0.0185350879704246,0.0185320879704246,false,2.5148317660166875,2.5148349642829246,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,objective_gradient,1.0e-5,0.0185350879704246,0.0185250879704246,false,2.5148317660166875,2.5148546298744288,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,objective_gradient,3.0e-5,0.0185350879704246,0.0185050879704246,false,2.5148317660166875,2.5148885194233404,false,0.1,FiniteSolved
seed29_delta0.1_lower_g-0.0185,lower,objective_gradient,0.0001,0.0185350879704246,0.0184350879704246,false,2.5148317660166875,2.5149985588641526,false,0.1,FiniteSolved
