frac,g,Delta_fixed,Delta_A_only,Delta_f_only,Delta_full,best_source,best_Delta
0.1,-0.07454265716112315,0.03421705188759363,0.0067174230943303805,0.02226152932979888,0.006176075189668912,full,0.006176075189668912
0.35,-0.15808256780120436,0.5720612825976092,0.26270829766227294,0.324155707386103,0.21439410092530542,full,0.21439410092530542
0.5,-0.21053506556260235,NaN,NaN,NaN,NaN,none,NaN
0.65,-0.26488840980242423,NaN,NaN,NaN,NaN,none,NaN
