point,direction,step_type,epsilon,obj_improves,predicted_obj_change,realized_obj_change,delta_finite_after_step,predicted_delta_change,realized_delta_change,new_status,Delta0
D20_calibration,upper,projected_tangent,1.0e-6,true,-9.999998504559219e-7,-9.999998504817142e-7,true,1.1317190106519396e-25,-5.057846883774631e-9,FiniteSolved,0.0004072069930638879
D20_calibration,upper,projected_tangent,3.0e-6,true,-2.999999551367766e-6,-2.9999995513896316e-6,true,3.3951570319558185e-25,-1.4816000172004299e-8,FiniteSolved,0.0004072069930638879
D20_calibration,upper,projected_tangent,1.0e-5,true,-9.99999850455922e-6,-9.999998504539587e-6,true,1.1317190106519397e-24,-2.573099984373283e-8,FiniteSolved,0.0004072069930638879
D20_calibration,upper,projected_tangent,3.0e-5,true,-2.9999995513677656e-5,-2.999999551367427e-5,true,3.3951570319558186e-24,7.3690930111475206e-9,FiniteSolved,0.0004072069930638879
D20_calibration,upper,projected_tangent,0.0001,true,-9.999998504559219e-5,-9.999998504561791e-5,true,1.1317190106519395e-23,8.565725568975436e-7,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,1.0e-8,true,-1.0e-8,-9.999999994736442e-9,true,3.3552686889805063e-11,5.4320056048703935e-11,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,3.0e-8,true,-3.0e-8,-2.9999999984209325e-8,true,1.0065806066941519e-10,1.629960749162905e-10,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,1.0e-7,true,-1.0e-7,-1.0000000000287557e-7,true,3.3552686889805066e-10,5.437375530836959e-10,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,3.0e-7,true,-3.0e-7,-3.000000000086267e-7,true,1.0065806066941519e-9,1.6347886022866943e-9,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,1.0e-6,true,-1.0e-6,-9.999999999732445e-7,true,3.3552686889805064e-9,6.319303329314213e-10,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,3.0e-6,true,-3.0e-6,-2.9999999999752447e-6,true,1.006580606694152e-8,7.942183495232829e-9,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,1.0e-5,true,-1.0e-5,-1.0000000000010001e-5,true,3.355268688980507e-8,4.4213019861937593e-8,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,3.0e-5,true,-3.0e-5,-2.999999999997449e-5,true,1.006580606694152e-7,2.169847684151821e-7,FiniteSolved,0.0004072069930638879
D20_calibration,lower,pure_g,0.0001,true,-0.0001,-9.999999999998899e-5,true,3.3552686889805065e-7,1.6058549480250906e-6,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,1.0e-8,false,5.4688950791437276e-12,5.46890310815229e-12,true,-6.135185700995103e-8,-5.7409439272230155e-9,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,3.0e-8,false,1.640668523743118e-11,1.640670932445687e-11,true,-1.8405557102985304e-7,-1.7221963824920906e-8,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,1.0e-7,false,5.468895079143727e-11,5.468897557037167e-11,true,-6.135185700995101e-7,-5.7396426398519714e-8,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,3.0e-7,false,1.6406685237431182e-10,1.6406687119996377e-10,true,-1.8405557102985305e-6,-1.7210264584581383e-7,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,1.0e-6,false,5.468895079143727e-10,5.468895336591117e-10,true,-6.1351857009951014e-6,-5.72668807126875e-7,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,3.0e-6,false,1.6406685237431183e-9,1.640668545466184e-9,true,-1.8405557102985306e-5,-3.295762337947463e-5,FiniteSolved,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,1.0e-5,false,5.4688950791437275e-9,5.468895059035361e-9,false,-6.135185700995102e-5,NaN,NumericalFailure,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,3.0e-5,false,1.640668523743118e-8,1.6406685232617235e-8,false,-0.00018405557102985307,NaN,AboveEvaluationCap,0.0004072069930638879
D20_calibration,lower,neg_DeltaStar_grad,0.0001,false,5.4688950791437276e-8,5.468895081239822e-8,false,-0.0006135185700995102,NaN,AboveEvaluationCap,0.0004072069930638879
D20_calibration,lower,projected_tangent,1.0e-8,true,-9.999998504559219e-9,-9.999998495935358e-9,true,-1.1317190106519395e-27,5.1180051624695466e-11,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,3.0e-8,true,-2.999999551367765e-8,-2.9999995487806075e-8,true,-3.395157031955818e-27,1.5357678681288817e-10,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,1.0e-7,true,-9.999998504559218e-8,-9.999998507037589e-8,true,-1.1317190106519395e-26,5.12340061434996e-10,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,3.0e-7,true,-2.9999995513677653e-7,-2.999999551556165e-7,true,-3.395157031955818e-26,1.5405968553823535e-9,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,1.0e-6,true,-9.999998504559219e-7,-9.999998504817142e-7,true,-1.1317190106519396e-25,3.179595530551811e-10,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,3.0e-6,true,-2.999999551367766e-6,-2.9999995513896316e-6,true,-3.3951570319558185e-25,7.000285555326842e-9,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,1.0e-5,true,-9.99999850455922e-6,-9.999998504539587e-6,true,-1.1317190106519397e-24,4.107352623424973e-8,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,3.0e-5,true,-2.9999995513677656e-5,-2.999999551367427e-5,true,-3.3951570319558186e-24,2.0756771055083093e-7,FiniteSolved,0.0004072069930638879
D20_calibration,lower,projected_tangent,0.0001,true,-9.999998504559219e-5,-9.999998504561791e-5,true,-1.1317190106519395e-23,1.5744814674642136e-6,FiniteSolved,0.0004072069930638879
D20_interior,upper,pure_g,1.0e-8,true,-1.0e-8,-9.999999994736442e-9,true,2.5614217900542247e-7,2.118090016156593e-7,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,3.0e-8,true,-3.0e-8,-2.9999999984209325e-8,true,7.684265370162673e-7,6.354274797448767e-7,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,1.0e-7,true,-1.0e-7,-1.0000000000287557e-7,true,2.5614217900542247e-6,2.118097210956904e-6,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,3.0e-7,true,-3.0e-7,-3.000000000086267e-7,true,7.684265370162674e-6,2.4154628766259734e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,1.0e-6,true,-1.0e-6,-9.999999999732445e-7,true,2.5614217900542247e-5,3.898219584580476e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,3.0e-6,true,-3.0e-6,-2.9999999999752447e-6,true,7.684265370162675e-5,9.86507418590521e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,1.0e-5,true,-1.0e-5,-1.0000000000010001e-5,true,0.00025614217900542247,0.00026448728983374803,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,3.0e-5,true,-3.0e-5,-2.999999999997449e-5,true,0.0007684265370162674,0.000770449405593121,FiniteSolved,0.4832764950468894
D20_interior,upper,pure_g,0.0001,true,-0.0001,-9.999999999998899e-5,true,0.0025614217900542247,0.0025894554764053224,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,1.0e-8,false,7.325879939859402e-9,7.325879958219872e-9,true,-3.4964015395854047e-7,-1.6738967734131194e-7,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,3.0e-8,false,2.1977639819578205e-8,2.1977639819148465e-8,true,-1.0489204618756214e-6,-5.021673572525032e-7,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,1.0e-7,false,7.325879939859402e-8,7.325879941566527e-8,true,-3.4964015395854047e-6,-1.6738716588360347e-6,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,3.0e-7,false,2.1977639819578204e-7,2.1977639819148465e-7,true,-1.0489204618756213e-5,-5.021447185449279e-6,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,1.0e-6,false,7.325879939859402e-7,7.325879939901192e-7,true,-3.4964015395854045e-5,-1.6736183437449093e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,3.0e-6,false,2.1977639819578207e-6,2.1977639819703576e-6,true,-0.00010489204618756214,-5.0191191300785754e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,1.0e-5,false,7.325879939859403e-6,7.325879939845681e-6,true,-0.0003496401539585405,-0.000210863404783046,FiniteSolved,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,3.0e-5,false,2.197763981957821e-5,2.1977639819592554e-5,false,-0.0010489204618756214,NaN,NumericalFailure,0.4832764950468894
D20_interior,upper,neg_DeltaStar_grad,0.0001,false,7.325879939859403e-5,7.325879939856783e-5,false,-0.003496401539585405,NaN,AboveEvaluationCap,0.4832764950468894
D20_interior,upper,projected_tangent,1.0e-8,true,-6.806723375219945e-9,-6.806723351626687e-9,true,6.75357548226571e-23,1.3101934603909626e-7,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,3.0e-8,true,-2.0420170125659834e-8,-2.042017011039121e-8,true,2.026072644679713e-22,3.9305976762271655e-7,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,1.0e-7,true,-6.806723375219945e-8,-6.806723373831147e-8,true,6.75357548226571e-22,1.3102194857395055e-6,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,3.0e-7,true,-2.0420170125659835e-7,-2.0420170127044557e-7,true,2.026072644679713e-21,2.1731080030062966e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,1.0e-6,true,-6.806723375219945e-7,-6.806723375496482e-7,true,6.7535754822657105e-21,3.090518975323864e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,3.0e-6,true,-2.0420170125659836e-6,-2.0420170125934334e-6,true,2.0260726446797132e-20,7.443262269035689e-5,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,1.0e-5,true,-6.806723375219946e-6,-6.806723375218926e-6,true,6.753575482265712e-20,0.0001398429605702356,FiniteSolved,0.4832764950468894
D20_interior,upper,projected_tangent,3.0e-5,true,-2.0420170125659838e-5,-2.0420170125656778e-5,false,2.0260726446797132e-19,NaN,AboveEvaluationCap,0.4832764950468894
D20_interior,upper,projected_tangent,0.0001,true,-6.806723375219945e-5,-6.806723375218926e-5,false,6.753575482265711e-19,NaN,AboveEvaluationCap,0.4832764950468894
D20_interior,lower,pure_g,1.0e-8,true,-1.0e-8,-9.999999994736442e-9,true,-2.5614217900542247e-7,-2.1180883857940813e-7,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,3.0e-8,true,-3.0e-8,-2.9999999984209325e-8,true,-7.684265370162673e-7,-6.354260360663666e-7,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,1.0e-7,true,-1.0e-7,-1.0000000000287557e-7,true,-2.5614217900542247e-6,-2.118081163793306e-6,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,3.0e-7,true,-3.0e-7,-3.000000000086267e-7,true,-7.684265370162674e-6,-6.354195358104775e-6,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,1.0e-6,true,-1.0e-6,-9.999999999732445e-7,true,-2.5614217900542247e-5,-2.1180089576744443e-5,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,3.0e-6,true,-3.0e-6,-2.9999999999752447e-6,true,-7.684265370162675e-5,-8.067813485973518e-5,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,1.0e-5,true,-1.0e-5,-1.0000000000010001e-5,true,-0.00025614217900542247,-0.00024488932771082883,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,3.0e-5,true,-3.0e-5,-2.999999999997449e-5,true,-0.0007684265370162674,-0.0007451233724495299,FiniteSolved,0.4832764950468894
D20_interior,lower,pure_g,0.0001,true,-0.0001,-9.999999999998899e-5,true,-0.0025614217900542247,-0.0025325491373577314,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,1.0e-8,true,-7.325879939859402e-9,-7.325879958219872e-9,true,-3.4964015395854047e-7,-1.6738967734131194e-7,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,3.0e-8,true,-2.1977639819578205e-8,-2.1977639819148465e-8,true,-1.0489204618756214e-6,-5.021673572525032e-7,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,1.0e-7,true,-7.325879939859402e-8,-7.325879941566527e-8,true,-3.4964015395854047e-6,-1.6738716588360347e-6,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,3.0e-7,true,-2.1977639819578204e-7,-2.1977639819148465e-7,true,-1.0489204618756213e-5,-5.021447185449279e-6,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,1.0e-6,true,-7.325879939859402e-7,-7.325879939901192e-7,true,-3.4964015395854045e-5,-1.6736183437449093e-5,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,3.0e-6,true,-2.1977639819578207e-6,-2.1977639819703576e-6,true,-0.00010489204618756214,-5.0191191300785754e-5,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,1.0e-5,true,-7.325879939859403e-6,-7.325879939845681e-6,true,-0.0003496401539585405,-0.000210863404783046,FiniteSolved,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,3.0e-5,true,-2.197763981957821e-5,-2.1977639819592554e-5,false,-0.0010489204618756214,NaN,NumericalFailure,0.4832764950468894
D20_interior,lower,neg_DeltaStar_grad,0.0001,true,-7.325879939859403e-5,-7.325879939856783e-5,false,-0.003496401539585405,NaN,AboveEvaluationCap,0.4832764950468894
D20_interior,lower,projected_tangent,1.0e-8,true,-6.806723375219945e-9,-6.806723351626687e-9,true,-6.75357548226571e-23,-1.3101876905619037e-7,FiniteSolved,0.4832764950468894
D20_interior,lower,projected_tangent,3.0e-8,true,-2.0420170125659834e-8,-2.042017011039121e-8,true,-2.026072644679713e-22,-3.930545708907829e-7,FiniteSolved,0.4832764950468894
D20_interior,lower,projected_tangent,1.0e-7,true,-6.806723375219945e-8,-6.806723373831147e-8,true,-6.75357548226571e-22,-1.310161709344726e-6,FiniteSolved,0.4832764950468894
D20_interior,lower,projected_tangent,3.0e-7,true,-2.0420170125659835e-7,-2.0420170127044557e-7,true,-2.026072644679713e-21,-3.930312542144154e-6,FiniteSolved,0.4832764950468894
D20_interior,lower,projected_tangent,1.0e-6,true,-6.806723375219945e-7,-6.806723375496482e-7,true,-6.7535754822657105e-21,-1.3099047541653697e-5,FiniteSolved,0.4832764950468894
D20_interior,lower,projected_tangent,3.0e-6,true,-2.0420170125659836e-6,-2.0420170125934334e-6,true,-2.0260726446797132e-20,-3.928051864154902e-5,FiniteSolved,0.4832764950468894
D20_interior,lower,projected_tangent,1.0e-5,true,-6.806723375219946e-6,-6.806723375218926e-6,false,-6.753575482265712e-20,NaN,NumericalFailure,0.4832764950468894
D20_interior,lower,projected_tangent,3.0e-5,true,-2.0420170125659838e-5,-2.0420170125656778e-5,false,-2.0260726446797132e-19,NaN,AboveEvaluationCap,0.4832764950468894
D20_interior,lower,projected_tangent,0.0001,true,-6.806723375219945e-5,-6.806723375218926e-5,false,-6.753575482265711e-19,NaN,AboveEvaluationCap,0.4832764950468894
D20_near_boundary,upper,pure_g,1.0e-8,true,-1.0e-8,-1.0000000050247593e-8,true,5.572897306767732e-6,5.499322313085031e-6,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,3.0e-8,true,-3.0e-8,-3.0000000039720476e-8,true,1.6718691920303193e-5,1.6498002744391727e-5,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,1.0e-7,true,-1.0e-7,-9.999999994736442e-8,true,5.5728973067677317e-5,5.49937619904739e-5,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,3.0e-7,true,-3.0e-7,-2.9999999995311555e-7,true,0.00016718691920303194,0.0001649848817599775,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,1.0e-6,true,-1.0e-6,-1.0000000000287557e-6,true,0.0005572897306767731,0.0005499916113400616,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,3.0e-6,true,-3.0e-6,-2.9999999999752447e-6,true,0.0016718691920303195,0.0016867155232693776,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,1.0e-5,true,-1.0e-5,-9.99999999995449e-6,true,0.005572897306767732,0.005574270748730292,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,3.0e-5,true,-3.0e-5,-2.999999999997449e-5,true,0.016718691920303196,0.01679214340971047,FiniteSolved,4.068414936875259
D20_near_boundary,upper,pure_g,0.0001,true,-0.0001,-9.999999999998899e-5,true,0.055728973067677316,0.05637354911858772,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,1.0e-8,false,3.111618797467331e-11,3.111622071116926e-11,true,-0.0017909961565034027,-1.0090283488750629e-6,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,3.0e-8,false,9.334856392401992e-11,9.334855111120532e-11,true,-0.005372988469510208,-3.0270791651076934e-6,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,1.0e-7,false,3.1116187974673305e-10,3.1116187404478524e-10,true,-0.017909961565034025,-1.0090198305334752e-5,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,3.0e-7,false,9.334856392401993e-10,9.334856221343557e-10,true,-0.05372988469510208,-3.027002868449813e-5,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,1.0e-6,false,3.1116187974673306e-9,3.111618851470155e-9,true,-0.17909961565034027,-0.00010089339908336825,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,3.0e-6,false,9.334856392401993e-9,9.334856443388162e-9,true,-0.5372988469510208,-0.000302620237460971,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,1.0e-5,false,3.111618797467331e-8,3.1116187959590036e-8,true,-1.790996156503403,-0.001007883091455497,FiniteSolved,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,3.0e-5,false,9.334856392401993e-8,9.334856387877011e-8,false,-5.372988469510209,NaN,NumericalFailure,4.068414936875259
D20_near_boundary,upper,neg_DeltaStar_grad,0.0001,false,3.111618797467331e-7,3.1116187970692266e-7,false,-17.909961565034028,NaN,AboveEvaluationCap,4.068414936875259
D20_near_boundary,upper,projected_tangent,1.0e-8,true,-9.999951589025115e-9,-9.999951644523719e-9,true,4.168480663483857e-22,5.496209245947625e-6,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,3.0e-8,true,-2.9999854767075344e-8,-2.9999854822548855e-8,true,1.250544199045157e-21,1.6488663534097725e-5,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,1.0e-7,true,-9.999951589025115e-8,-9.999951589012568e-8,true,4.1684806634838566e-21,5.496263021953496e-5,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,3.0e-7,true,-2.9999854767075344e-7,-2.9999854767037704e-7,true,1.250544199045157e-20,0.00016489148175580226,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,1.0e-6,true,-9.999951589025115e-7,-9.999951589012568e-7,true,4.168480663483857e-20,0.0005496802234814524,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,3.0e-6,true,-2.9999854767075346e-6,-2.9999854767037704e-6,true,1.250544199045157e-19,0.0016857808898897986,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,1.0e-5,true,-9.999951589025116e-6,-9.999951589012568e-6,true,4.168480663483857e-19,0.005571149739250103,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,3.0e-5,true,-2.9999854767075346e-5,-2.9999854767037704e-5,true,1.250544199045157e-18,0.016782730248989353,FiniteSolved,4.068414936875259
D20_near_boundary,upper,projected_tangent,0.0001,true,-9.999951589025115e-5,-9.99995158902367e-5,true,4.168480663483857e-18,0.05634154463186647,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,1.0e-8,true,-1.0e-8,-1.0000000050247593e-8,true,-5.572897306767732e-6,-5.499310383072498e-6,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,3.0e-8,true,-3.0e-8,-3.0000000039720476e-8,true,-1.6718691920303193e-5,-1.6497894977263172e-5,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,1.0e-7,true,-1.0e-7,-9.999999994736442e-8,true,-5.5728973067677317e-5,-5.499256399765784e-5,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,3.0e-7,true,-3.0e-7,-2.9999999995311555e-7,true,-0.00016718691920303194,-0.00016497410024385317,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,1.0e-6,true,-1.0e-6,-1.0000000000287557e-6,true,-0.0005572897306767731,-0.000549871816899028,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,3.0e-6,true,-3.0e-6,-2.9999999999752447e-6,true,-0.0016718691920303195,-0.0016856970690160011,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,1.0e-5,true,-1.0e-5,-9.99999999995449e-6,true,-0.005572897306767732,-0.005570363086948582,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,3.0e-5,true,-3.0e-5,-2.999999999997449e-5,true,-0.016718691920303196,-0.016666705950421523,FiniteSolved,4.068414936875259
D20_near_boundary,lower,pure_g,0.0001,true,-0.0001,-9.999999999998899e-5,true,-0.055728973067677316,-0.05513300473813132,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,1.0e-8,true,-3.111618797467331e-11,-3.111622071116926e-11,true,-0.0017909961565034027,-1.0090283488750629e-6,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,3.0e-8,true,-9.334856392401992e-11,-9.334855111120532e-11,true,-0.005372988469510208,-3.0270791651076934e-6,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,1.0e-7,true,-3.1116187974673305e-10,-3.1116187404478524e-10,true,-0.017909961565034025,-1.0090198305334752e-5,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,3.0e-7,true,-9.334856392401993e-10,-9.334856221343557e-10,true,-0.05372988469510208,-3.027002868449813e-5,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,1.0e-6,true,-3.1116187974673306e-9,-3.111618851470155e-9,true,-0.17909961565034027,-0.00010089339908336825,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,3.0e-6,true,-9.334856392401993e-9,-9.334856443388162e-9,true,-0.5372988469510208,-0.000302620237460971,FiniteSolved,4.068414936875259
D20_near_boundary,lower,neg_DeltaStar_grad,1.0e-5,true,-3.111618797467331e-8,-3.1116187959590036e-8,true,-1.790996156503403,-0.001007883091455497,FiniteSolved,4.068414936875259
