fixture,label,g,result_type,Delta,nStatus,wall_s
D4_seed29_W20000,pareto,-0.042387309873330684,FiniteSolved,7.554508757038378e-6,0,4.469912052154541
D4_seed29_W20000,delta~0.1,-0.1012329266298253,FiniteSolved,0.10477100739337182,0,0.04831504821777344
D4_seed29_W20000,delta~0.5,-0.15352196688346817,FiniteSolved,0.4977508878889134,0,0.06222701072692871
realD20_seed1_W80000,pareto,-0.418770712787832,FiniteSolved,0.0004072069930638879,0,0.3712160587310791
realD20_seed1_W80000,delta~0.1,-0.4541030978818471,FiniteSolved,0.10551172532836396,0,0.3887159824371338
realD20_seed1_W80000,delta~0.5,-0.48546126592859407,FiniteSolved,0.4832764950468894,0,0.5142049789428711
realD20_seed1_W80000,delta~1.0,-0.496310097903522,FiniteSolved,0.9045506027534315,0,0.5262899398803711
realD20_seed1_W80000,delta~2.0,-0.5049305806656926,FiniteSolved,1.6506097842431162,0,0.5906789302825928
