nthreads,benchmark,Delta,classification,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,obj_s,grad_s,hess_s,operator_s,peak_rss_mb,cpu_seconds,cpu_util_pct,fixture_load_s
8,A,0.2970741175671966,FiniteSolved,43.54785895347595,68,68,113,52,53,8.21729512,2.834040208,12.849397767,5.731751591,1060.3515625,211.69,180.97644748108243,28.781734943389893
8,B,0.4990186631205613,FiniteSolved,2.6487460136413574,5,5,5,5,6,0.630195876,0.17561268,0.775891046,0.651052272,1060.3515625,211.69,180.97644748108243,28.781734943389893
8,C,0.2970741175671966;0.3075741525670268;0.3320166389273324,segment,41.99268198013306,,76,,,,,,,,1060.3515625,211.69,180.97644748108243,28.781734943389893
