nthreads,benchmark,Delta,classification,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,obj_s,grad_s,hess_s,operator_s,peak_rss_mb,cpu_seconds,cpu_util_pct,fixture_load_s
2,A,0.2970741175671966,FiniteSolved,51.85991597175598,68,68,113,52,53,7.775055327,2.726701623,22.58106151,5.51551549,1173.37890625,186.78,139.07719003895056,26.66324496269226
2,B,0.4990186631205613,FiniteSolved,3.5143790245056152,5,5,5,5,6,0.580477718,0.175800845,1.728665863,0.62791183,1173.37890625,186.78,139.07719003895056,26.66324496269226
2,C,0.2970741175671966;0.3075741525670268;0.3320166389273324,segment,52.26198101043701,,76,,,,,,,,1173.37890625,186.78,139.07719003895056,26.66324496269226
