nthreads,benchmark,Delta,classification,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,obj_s,grad_s,hess_s,operator_s,peak_rss_mb,cpu_seconds,cpu_util_pct,fixture_load_s
5,A,0.2970741175671966,FiniteSolved,43.12508201599121,68,68,113,52,53,10.381946972,2.581339484,12.359239973,5.406377081,1093.62109375,191.22,163.06339334758613,26.766178131103516
5,B,0.4990186631205613,FiniteSolved,2.6310060024261475,5,5,5,5,6,0.784474024,0.1574067,0.725863363,0.606776365,1093.62109375,191.22,163.06339334758613,26.766178131103516
5,C,0.2970741175671966;0.3075741525670268;0.3320166389273324,segment,44.74501013755798,,76,,,,,,,,1093.62109375,191.22,163.06339334758613,26.766178131103516
