trial,g,dg,classification,Delta,lower_bound,config
82,-0.0471899223817819,-0.004802612508451216,FiniteSolved,0.001001930322744758,NaN,D4_confirm_interior_cg_delta0.001_upper
83,-0.04718992238177677,-0.0048026125084460886,FiniteSolved,0.0009994674264993178,NaN,D4_confirm_interior_cg_delta0.001_upper
84,-0.04718992238181265,-0.00480261250848197,FiniteSolved,0.001001930322747297,NaN,D4_confirm_interior_cg_delta0.001_upper
85,-0.047189922381794716,-0.0048026125084640325,FiniteSolved,0.0010019303227458178,NaN,D4_confirm_interior_cg_delta0.001_upper
86,-0.047189922381785744,-0.0048026125084550605,FiniteSolved,0.0010019303227450833,NaN,D4_confirm_interior_cg_delta0.001_upper
87,-0.047189922381781255,-0.004802612508450571,FiniteSolved,0.0010019303227446945,NaN,D4_confirm_interior_cg_delta0.001_upper
88,-0.04718992238177901,-0.00480261250844833,FiniteSolved,0.0010019303227445163,NaN,D4_confirm_interior_cg_delta0.001_upper
89,-0.047189922381777896,-0.004802612508447213,FiniteSolved,0.0009994674264994104,NaN,D4_confirm_interior_cg_delta0.001_upper
90,-0.04718992238178182,-0.004802612508451133,FiniteSolved,0.0010019303227447429,NaN,D4_confirm_interior_cg_delta0.001_upper
91,-0.04718992238177985,-0.004802612508449169,FiniteSolved,0.0010019303227445857,NaN,D4_confirm_interior_cg_delta0.001_upper
92,-0.047189922381778875,-0.004802612508448191,FiniteSolved,0.0010019303227445065,NaN,D4_confirm_interior_cg_delta0.001_upper
93,-0.04718992238177838,-0.004802612508447698,FiniteSolved,0.000999467426499439,NaN,D4_confirm_interior_cg_delta0.001_upper
94,-0.0471899223817801,-0.004802612508449419,FiniteSolved,0.001001930322744616,NaN,D4_confirm_interior_cg_delta0.001_upper
95,-0.04718992238177924,-0.004802612508448559,FiniteSolved,0.0010019303227445297,NaN,D4_confirm_interior_cg_delta0.001_upper
96,-0.04718992238177881,-0.004802612508448129,FiniteSolved,0.0010019303227444924,NaN,D4_confirm_interior_cg_delta0.001_upper
97,-0.0471899223817786,-0.0048026125084479135,FiniteSolved,0.0010019303227444916,NaN,D4_confirm_interior_cg_delta0.001_upper
98,-0.04718992238177849,-0.004802612508447809,FiniteSolved,0.0009994674264994692,NaN,D4_confirm_interior_cg_delta0.001_upper
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_interior_cg_delta0.001_lower
2,-0.04238630987439987,9.99998930814594e-7,FiniteSolved,7.555524187669462e-6,NaN,D4_confirm_interior_cg_delta0.001_lower
3,-0.042286309981068915,0.00010099989226176886,FiniteSolved,7.735029279058158e-6,NaN,D4_confirm_interior_cg_delta0.001_lower
4,-0.041586310871677364,0.00080099900165332,FiniteSolved,3.5201118441065506e-5,NaN,D4_confirm_interior_cg_delta0.001_lower
5,-0.03668647490175904,0.005700834971571644,FiniteSolved,0.001842323410004385,NaN,D4_confirm_interior_cg_delta0.001_lower
6,-0.03895549034896023,0.0034318195243704525,FiniteSolved,0.0006146658943457039,NaN,D4_confirm_interior_cg_delta0.001_lower
7,-0.03788771003504135,0.004499599838289334,FiniteSolved,0.001110951809552108,NaN,D4_confirm_interior_cg_delta0.001_lower
8,-0.03813104935006052,0.004256260523270161,FiniteSolved,0.0010002019777971473,NaN,D4_confirm_interior_cg_delta0.001_lower
9,-0.03814104539974255,0.004246264473588134,FiniteSolved,0.000999201544767537,NaN,D4_confirm_interior_cg_delta0.001_lower
10,-0.038141316055757636,0.0042459938175730474,FiniteSolved,0.0009991744890992798,NaN,D4_confirm_interior_cg_delta0.001_lower
11,-0.03814153082313034,0.004245779050200342,FiniteSolved,0.0009991530214577653,NaN,D4_confirm_interior_cg_delta0.001_lower
12,-0.03814118072775009,0.0042461291455805905,FiniteSolved,0.0009991880167202125,NaN,D4_confirm_interior_cg_delta0.001_lower
13,-0.03814128811099663,0.004246021762334053,FiniteSolved,0.0009991772824708297,NaN,D4_confirm_interior_cg_delta0.001_lower
14,-0.038141113063746325,0.004246196809584359,FiniteSolved,0.000999194780690585,NaN,D4_confirm_interior_cg_delta0.001_lower
15,-0.03814116675525966,0.004246143118071026,FiniteSolved,0.0009991894134587262,NaN,D4_confirm_interior_cg_delta0.001_lower
16,-0.03814107923174444,0.004246230641586246,FiniteSolved,0.0009991981627157185,NaN,D4_confirm_interior_cg_delta0.001_lower
17,-0.03814110607747358,0.004246203795857106,FiniteSolved,0.0009991954790730148,NaN,D4_confirm_interior_cg_delta0.001_lower
18,-0.0381410623157435,0.004246247557587186,FiniteSolved,0.0009991998537382982,NaN,D4_confirm_interior_cg_delta0.001_lower
19,-0.0381410757386012,0.004246234134729486,FiniteSolved,0.000999198511910263,NaN,D4_confirm_interior_cg_delta0.001_lower
20,-0.038141053857743024,0.00424625601558766,FiniteSolved,0.00099920069925208,NaN,D4_confirm_interior_cg_delta0.001_lower
21,-0.038141060569170146,0.004246249304160538,FiniteSolved,0.0009992000283363877,NaN,D4_confirm_interior_cg_delta0.001_lower
22,-0.03814104962874279,0.004246260244587893,FiniteSolved,0.0009992011220095963,NaN,D4_confirm_interior_cg_delta0.001_lower
23,-0.038141052984455914,0.004246256888874769,FiniteSolved,0.00099920078655132,NaN,D4_confirm_interior_cg_delta0.001_lower
24,-0.03814104645699261,0.004246263416338075,FiniteSolved,0.000999201439078012,NaN,D4_confirm_interior_cg_delta0.001_lower
25,-0.03814104729592081,0.0042462625774098706,FiniteSolved,0.0009992013552133654,NaN,D4_confirm_interior_cg_delta0.001_lower
26,-0.03814104553189881,0.004246264341431875,FiniteSolved,0.0009992015315563327,NaN,D4_confirm_interior_cg_delta0.001_lower
27,-0.038141045636764806,0.004246264236565878,FiniteSolved,0.000999201521073274,NaN,D4_confirm_interior_cg_delta0.001_lower
28,-0.03814104540800232,0.004246264465328366,FiniteSolved,0.0009992015439418305,NaN,D4_confirm_interior_cg_delta0.001_lower
29,-0.03814104541455643,0.004246264458774254,FiniteSolved,0.000999201543286634,NaN,D4_confirm_interior_cg_delta0.001_lower
30,-0.03814104540000067,0.004246264473330014,FiniteSolved,0.0009992015447417204,NaN,D4_confirm_interior_cg_delta0.001_lower
31,-0.03814104540020546,0.004246264473125226,FiniteSolved,0.0009992015447212502,NaN,D4_confirm_interior_cg_delta0.001_lower
32,-0.03814104539974658,0.004246264473584102,FiniteSolved,0.0009992015447671326,NaN,D4_confirm_interior_cg_delta0.001_lower
33,-0.03814104539974978,0.004246264473580903,FiniteSolved,0.0009992015447668266,NaN,D4_confirm_interior_cg_delta0.001_lower
34,-0.038141045399742585,0.004246264473588099,FiniteSolved,0.0009992015447675255,NaN,D4_confirm_interior_cg_delta0.001_lower
35,-0.03814104539974259,0.004246264473588092,FiniteSolved,0.0009992015447675255,NaN,D4_confirm_interior_cg_delta0.001_lower
36,-0.03813940007672318,0.004247909796607503,FiniteSolved,0.0009993660533843122,NaN,D4_confirm_interior_cg_delta0.001_lower
37,-0.038138092252440435,0.0042492176208902485,FiniteSolved,0.0009994968619509504,NaN,D4_confirm_interior_cg_delta0.001_lower
38,-0.03813705436209746,0.004250255511233224,FiniteSolved,0.0009996007000750943,NaN,D4_confirm_interior_cg_delta0.001_lower
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_interior_cg_delta0.01_upper
2,-0.04238826710721878,-9.57233888099207e-7,FiniteSolved,7.5481689246440435e-6,NaN,D4_confirm_interior_cg_delta0.01_upper
3,-0.042488267007129654,-0.00010095713379897064,FiniteSolved,8.805096607638208e-6,NaN,D4_confirm_interior_cg_delta0.01_upper
4,-0.04318826629842764,-0.0008009564250969561,FiniteSolved,3.8302555145652416e-5,NaN,D4_confirm_interior_cg_delta0.01_upper
5,-0.048088259765212776,-0.005700949891882093,FiniteSolved,0.0013671200901868802,NaN,D4_confirm_interior_cg_delta0.01_upper
6,-0.06874320925151059,-0.026355899378179906,FiniteSolved,0.023824396655124515,NaN,D4_confirm_interior_cg_delta0.01_upper
7,-0.06857500387567188,-0.026187694002341194,FiniteSolved,0.023507150946727888,NaN,D4_confirm_interior_cg_delta0.01_upper
8,-0.06800815991537579,-0.025620850042045104,FiniteSolved,0.022629895612801026,NaN,D4_confirm_interior_cg_delta0.01_upper
9,-0.06753053319282484,-0.02514322331949416,FiniteSolved,0.02186238947852895,NaN,D4_confirm_interior_cg_delta0.01_upper
10,-0.06707193026864093,-0.024684620395310247,FiniteSolved,0.02113017470741606,NaN,D4_confirm_interior_cg_delta0.01_upper
11,-0.06654845322756732,-0.024161143354236636,FiniteSolved,0.020211946200488745,NaN,D4_confirm_interior_cg_delta0.01_upper
12,-0.0660824635403994,-0.023695153667068716,FiniteSolved,0.019463689964888516,NaN,D4_confirm_interior_cg_delta0.01_upper
13,-0.06561417678028211,-0.02322686690695143,FiniteSolved,0.01873154726060643,NaN,D4_confirm_interior_cg_delta0.01_upper
14,-0.06502977116546156,-0.022642461292130878,FiniteSolved,0.01792106502328989,NaN,D4_confirm_interior_cg_delta0.01_upper
15,-0.06462117775462653,-0.022233867881295846,FiniteSolved,0.01738198553446262,NaN,D4_confirm_interior_cg_delta0.01_upper
16,-0.06404330286014323,-0.021655992986812547,FiniteSolved,0.01654553454942632,NaN,D4_confirm_interior_cg_delta0.01_upper
17,-0.06364762362908633,-0.02126031375575564,FiniteSolved,0.01598382789784583,NaN,D4_confirm_interior_cg_delta0.01_upper
18,-0.0628666749520733,-0.020479365078742623,FiniteSolved,0.015025442648496229,NaN,D4_confirm_interior_cg_delta0.01_upper
19,-0.06237325284032484,-0.019985942966994158,FiniteSolved,0.014284556413105026,NaN,D4_confirm_interior_cg_delta0.01_upper
20,-0.06196003128599327,-0.019572721412662586,FiniteSolved,0.013814621305891138,NaN,D4_confirm_interior_cg_delta0.01_upper
21,-0.061279663766786265,-0.01889235389345558,FiniteSolved,0.012906034742991356,NaN,D4_confirm_interior_cg_delta0.01_upper
22,-0.06086854439544003,-0.018481234522109348,FiniteSolved,0.012412818657451018,NaN,D4_confirm_interior_cg_delta0.01_upper
23,-0.060277251350907474,-0.01788994147757679,FiniteSolved,0.011740607617764822,NaN,D4_confirm_interior_cg_delta0.01_upper
24,-0.05979554672890598,-0.0174082368555753,FiniteSolved,0.01109594483066882,NaN,D4_confirm_interior_cg_delta0.01_upper
25,-0.059293553609438616,-0.016906243736107933,FiniteSolved,0.010606895122621699,NaN,D4_confirm_interior_cg_delta0.01_upper
26,-0.05895468585992896,-0.016567375986598278,FiniteSolved,0.010213141362961907,NaN,D4_confirm_interior_cg_delta0.01_upper
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_interior_cg_delta0.01_lower
2,-0.04238630987433136,9.999989993222935e-7,FiniteSolved,7.555524187739707e-6,NaN,D4_confirm_interior_cg_delta0.01_lower
3,-0.042286309974397,0.00010099989893368189,FiniteSolved,7.735029299147624e-6,NaN,D4_confirm_interior_cg_delta0.01_lower
4,-0.04158631067627957,0.0008009991970511152,FiniteSolved,3.520112186868021e-5,NaN,D4_confirm_interior_cg_delta0.01_lower
5,-0.036686317133448984,0.0057009927398816995,FiniteSolved,0.0018423455252302295,NaN,D4_confirm_interior_cg_delta0.01_lower
6,-0.024506178239242192,0.01788113163408849,FiniteSolved,0.02812408661170668,NaN,D4_confirm_interior_cg_delta0.01_lower
7,-0.03249079234098749,0.009896517532343191,FiniteSolved,0.0060253889557225155,NaN,D4_confirm_interior_cg_delta0.01_lower
8,-0.02910965225664036,0.013277657616690322,FiniteSolved,0.011969257403806208,NaN,D4_confirm_interior_cg_delta0.01_lower
9,-0.030241486984292028,0.012145822889038656,FiniteSolved,0.009550014931331195,NaN,D4_confirm_interior_cg_delta0.01_lower
10,-0.029993891609569605,0.012393418263761079,FiniteSolved,0.010111943135928059,NaN,D4_confirm_interior_cg_delta0.01_lower
11,-0.030045670087023954,0.01234163978630673,FiniteSolved,0.010011905165965607,NaN,D4_confirm_interior_cg_delta0.01_lower
12,-0.030117689296930816,0.012269620576399867,FiniteSolved,0.009850946778649911,NaN,D4_confirm_interior_cg_delta0.01_lower
13,-0.030038473797455365,0.012348836075875318,FiniteSolved,0.010072896277134617,NaN,D4_confirm_interior_cg_delta0.01_lower
14,-0.030071454702235018,0.012315855171095666,FiniteSolved,0.009890313385858739,NaN,D4_confirm_interior_cg_delta0.01_lower
15,-0.030002652611589787,0.012384657261740897,FiniteSolved,0.010108606217866859,NaN,D4_confirm_interior_cg_delta0.01_lower
16,-0.030054644454647256,0.012332665418683428,FiniteSolved,0.009960724745499914,NaN,D4_confirm_interior_cg_delta0.01_lower
17,-0.030039173624265617,0.012348136249065066,FiniteSolved,0.010072630991313013,NaN,D4_confirm_interior_cg_delta0.01_lower
18,-0.030090762743949718,0.012296547129380966,FiniteSolved,0.009875698748069912,NaN,D4_confirm_interior_cg_delta0.01_lower
19,-0.030046909039456438,0.012340400833874245,FiniteSolved,0.010011435958984018,NaN,D4_confirm_interior_cg_delta0.01_lower
20,-0.030069603840980855,0.012317706032349829,FiniteSolved,0.00989101363934215,NaN,D4_confirm_interior_cg_delta0.01_lower
21,-0.03005077674705185,0.012336533126278835,FiniteSolved,0.010009971578349397,NaN,D4_confirm_interior_cg_delta0.01_lower
22,-0.03007625202009811,0.012311057853232575,FiniteSolved,0.00988849896808926,NaN,D4_confirm_interior_cg_delta0.01_lower
23,-0.030052710600849554,0.01233459927248113,FiniteSolved,0.010009239597746569,NaN,D4_confirm_interior_cg_delta0.01_lower
24,-0.030053677527748405,0.012333632345582279,FiniteSolved,0.010008873659868486,NaN,D4_confirm_interior_cg_delta0.01_lower
25,-0.030054160991197832,0.012333148882132852,FiniteSolved,0.01000869070403456,NaN,D4_confirm_interior_cg_delta0.01_lower
26,-0.030054402722922542,0.012332907150408141,FiniteSolved,0.010008599229393896,NaN,D4_confirm_interior_cg_delta0.01_lower
27,-0.03005458402171608,0.012332725851614604,FiniteSolved,0.010008530624846655,NaN,D4_confirm_interior_cg_delta0.01_lower
28,-0.03005463690053086,0.012332672972799823,FiniteSolved,0.00996072760798632,NaN,D4_confirm_interior_cg_delta0.01_lower
29,-0.03005458402535901,0.012332725847971675,FiniteSolved,0.010008530623468105,NaN,D4_confirm_interior_cg_delta0.01_lower
30,-0.030054610462944935,0.012332699410385749,FiniteSolved,0.009960737626015527,NaN,D4_confirm_interior_cg_delta0.01_lower
31,-0.030054425444467514,0.01233288442886317,FiniteSolved,0.01000859063135807,NaN,D4_confirm_interior_cg_delta0.01_lower
32,-0.030054517953706224,0.012332791919624459,FiniteSolved,0.010008555625234217,NaN,D4_confirm_interior_cg_delta0.01_lower
33,-0.030054564208325578,0.012332745665005106,FiniteSolved,0.010008538122292219,NaN,D4_confirm_interior_cg_delta0.01_lower
34,-0.030054587335635256,0.012332722537695427,FiniteSolved,0.010008529370851244,NaN,D4_confirm_interior_cg_delta0.01_lower
35,-0.030054598899290096,0.012332710974040588,FiniteSolved,0.009960742007854705,NaN,D4_confirm_interior_cg_delta0.01_lower
36,-0.03005451796224577,0.012332791911084915,FiniteSolved,0.010008555622002794,NaN,D4_confirm_interior_cg_delta0.01_lower
37,-0.030054558430767934,0.01233275144256275,FiniteSolved,0.010008540308539923,NaN,D4_confirm_interior_cg_delta0.01_lower
38,-0.030054578665029013,0.01233273120830167,FiniteSolved,0.010008532651831428,NaN,D4_confirm_interior_cg_delta0.01_lower
39,-0.030054588782159556,0.012332721091171128,FiniteSolved,0.010008528823482892,NaN,D4_confirm_interior_cg_delta0.01_lower
40,-0.030054593840724828,0.012332716032605856,FiniteSolved,0.00996074392470871,NaN,D4_confirm_interior_cg_delta0.01_lower
41,-0.030054558432402304,0.01233275144092838,FiniteSolved,0.010008540307921525,NaN,D4_confirm_interior_cg_delta0.01_lower
42,-0.030054576136563566,0.012332733736767118,FiniteSolved,0.010008533608609902,NaN,D4_confirm_interior_cg_delta0.01_lower
43,-0.030054584988644197,0.012332724884686487,FiniteSolved,0.010008530258958497,NaN,D4_confirm_interior_cg_delta0.01_lower
44,-0.03005458941468451,0.012332720458646175,FiniteSolved,0.010008528584133947,NaN,D4_confirm_interior_cg_delta0.01_lower
45,-0.030054591627704668,0.012332718245626016,FiniteSolved,0.00996074476329387,NaN,D4_confirm_interior_cg_delta0.01_lower
46,-0.030054576136876385,0.012332733736454299,FiniteSolved,0.010008533608491507,NaN,D4_confirm_interior_cg_delta0.01_lower
47,-0.030054583882290525,0.012332725991040159,FiniteSolved,0.01000853067760565,NaN,D4_confirm_interior_cg_delta0.01_lower
48,-0.030054587754997596,0.012332722118333087,FiniteSolved,0.010008529212163442,NaN,D4_confirm_interior_cg_delta0.01_lower
49,-0.030054589691351132,0.012332720181979551,FiniteSolved,0.010008528479442605,NaN,D4_confirm_interior_cg_delta0.01_lower
50,-0.0300545906595279,0.012332719213802783,FiniteSolved,0.010008528113082267,NaN,D4_confirm_interior_cg_delta0.01_lower
51,-0.030054591143616284,0.0123327187297144,FiniteSolved,0.01000852792990209,NaN,D4_confirm_interior_cg_delta0.01_lower
52,-0.030054591385660474,0.01233271848767021,FiniteSolved,0.010008527838312001,NaN,D4_confirm_interior_cg_delta0.01_lower
53,-0.03005459156719362,0.012332718306137063,FiniteSolved,0.009960744786223472,NaN,D4_confirm_interior_cg_delta0.01_lower
54,-0.03005459114361652,0.012332718729714164,FiniteSolved,0.010008527929901988,NaN,D4_confirm_interior_cg_delta0.01_lower
55,-0.03005459135540507,0.012332718517925615,FiniteSolved,0.010008527849760739,NaN,D4_confirm_interior_cg_delta0.01_lower
56,-0.030054591461299345,0.012332718412031339,FiniteSolved,0.010008527809690108,NaN,D4_confirm_interior_cg_delta0.01_lower
57,-0.030054591514246484,0.0123327183590842,FiniteSolved,0.010008527789654732,NaN,D4_confirm_interior_cg_delta0.01_lower
58,-0.03005459154072005,0.012332718332610633,FiniteSolved,0.009960744796255172,NaN,D4_confirm_interior_cg_delta0.01_lower
59,-0.030054591355405114,0.01233271851792557,FiniteSolved,0.010008527849760739,NaN,D4_confirm_interior_cg_delta0.01_lower
60,-0.030054591448062582,0.012332718425268101,FiniteSolved,0.010008527814698886,NaN,D4_confirm_interior_cg_delta0.01_lower
61,-0.030054591494391318,0.012332718378939365,FiniteSolved,0.010008527797168017,NaN,D4_confirm_interior_cg_delta0.01_lower
62,-0.030054591517555684,0.012332718355775,FiniteSolved,0.010008527788402513,NaN,D4_confirm_interior_cg_delta0.01_lower
63,-0.030054591529137867,0.012332718344192816,FiniteSolved,0.009960744800644013,NaN,D4_confirm_interior_cg_delta0.01_lower
64,-0.030054591448062593,0.012332718425268091,FiniteSolved,0.010008527814698886,NaN,D4_confirm_interior_cg_delta0.01_lower
65,-0.03005459148860023,0.012332718384730455,FiniteSolved,0.010008527799359384,NaN,D4_confirm_interior_cg_delta0.01_lower
66,-0.03005459150886905,0.012332718364461634,FiniteSolved,0.010008527791689559,NaN,D4_confirm_interior_cg_delta0.01_lower
67,-0.030054591519003457,0.012332718354327227,FiniteSolved,0.01000852778785469,NaN,D4_confirm_interior_cg_delta0.01_lower
68,-0.030054591524070664,0.01233271834926002,FiniteSolved,0.009960744802564106,NaN,D4_confirm_interior_cg_delta0.01_lower
69,-0.030054591488600232,0.012332718384730452,FiniteSolved,0.010008527799359384,NaN,D4_confirm_interior_cg_delta0.01_lower
70,-0.030054591506335444,0.01233271836699524,FiniteSolved,0.010008527792648334,NaN,D4_confirm_interior_cg_delta0.01_lower
71,-0.030054591515203056,0.012332718358127628,FiniteSolved,0.01000852778929281,NaN,D4_confirm_interior_cg_delta0.01_lower
72,-0.03005459151963686,0.012332718353693824,FiniteSolved,0.01000852778761505,NaN,D4_confirm_interior_cg_delta0.01_lower
73,-0.03005459152185376,0.012332718351476923,FiniteSolved,0.009960744803404266,NaN,D4_confirm_interior_cg_delta0.01_lower
74,-0.030054591506335448,0.012332718366995236,FiniteSolved,0.010008527792648334,NaN,D4_confirm_interior_cg_delta0.01_lower
75,-0.030054591514094606,0.012332718359236078,FiniteSolved,0.010008527789712238,NaN,D4_confirm_interior_cg_delta0.01_lower
76,-0.030054591517974183,0.0123327183553565,FiniteSolved,0.010008527788244142,NaN,D4_confirm_interior_cg_delta0.01_lower
77,-0.03005459151991397,0.012332718353416712,FiniteSolved,0.010008527787510189,NaN,D4_confirm_interior_cg_delta0.01_lower
78,-0.030054591520883866,0.012332718352446818,FiniteSolved,0.009960744803771755,NaN,D4_confirm_interior_cg_delta0.01_lower
79,-0.030054591517489238,0.012332718355841446,FiniteSolved,0.010008527788427658,NaN,D4_confirm_interior_cg_delta0.01_lower
80,-0.03005459151918655,0.012332718354144134,FiniteSolved,0.010008527787785442,NaN,D4_confirm_interior_cg_delta0.01_lower
81,-0.030054591520035208,0.012332718353295476,FiniteSolved,0.010008527787464314,NaN,D4_confirm_interior_cg_delta0.01_lower
82,-0.030054591520459535,0.012332718352871148,FiniteSolved,0.010008527787303705,NaN,D4_confirm_interior_cg_delta0.01_lower
83,-0.030054591520671702,0.012332718352658981,FiniteSolved,0.009960744803852199,NaN,D4_confirm_interior_cg_delta0.01_lower
84,-0.030054591519186553,0.01233271835414413,FiniteSolved,0.010008527787785442,NaN,D4_confirm_interior_cg_delta0.01_lower
85,-0.030054591519929126,0.012332718353401557,FiniteSolved,0.010008527787504462,NaN,D4_confirm_interior_cg_delta0.01_lower
86,-0.030054591520300412,0.012332718353030271,FiniteSolved,0.010008527787363943,NaN,D4_confirm_interior_cg_delta0.01_lower
87,-0.03005459152048606,0.012332718352844625,FiniteSolved,0.010008527787293687,NaN,D4_confirm_interior_cg_delta0.01_lower
88,-0.03005459152057888,0.012332718352751803,FiniteSolved,0.009960744803887311,NaN,D4_confirm_interior_cg_delta0.01_lower
89,-0.030054591520254005,0.012332718353076678,FiniteSolved,0.010008527787381514,NaN,D4_confirm_interior_cg_delta0.01_lower
90,-0.03005459152041644,0.012332718352914242,FiniteSolved,0.010008527787319995,NaN,D4_confirm_interior_cg_delta0.01_lower
91,-0.03005459152049766,0.012332718352833023,FiniteSolved,0.010008527787289298,NaN,D4_confirm_interior_cg_delta0.01_lower
92,-0.03005459152053827,0.012332718352792413,FiniteSolved,0.010008527787273958,NaN,D4_confirm_interior_cg_delta0.01_lower
93,-0.030054591520558574,0.01233271835277211,FiniteSolved,0.010008527787266254,NaN,D4_confirm_interior_cg_delta0.01_lower
94,-0.030054591520568726,0.012332718352761958,FiniteSolved,0.009960744803891182,NaN,D4_confirm_interior_cg_delta0.01_lower
95,-0.030054591520533195,0.012332718352797489,FiniteSolved,0.010008527787275857,NaN,D4_confirm_interior_cg_delta0.01_lower
96,-0.030054591520550962,0.012332718352779722,FiniteSolved,0.01000852778726909,NaN,D4_confirm_interior_cg_delta0.01_lower
97,-0.030054591520559844,0.01233271835277084,FiniteSolved,0.010008527787265731,NaN,D4_confirm_interior_cg_delta0.01_lower
98,-0.030054591520564285,0.012332718352766399,FiniteSolved,0.00996074480389287,NaN,D4_confirm_interior_cg_delta0.01_lower
99,-0.03005459152053319,0.012332718352797492,FiniteSolved,0.010008527787275857,NaN,D4_confirm_interior_cg_delta0.01_lower
100,-0.03005459152054874,0.012332718352781942,FiniteSolved,0.010008527787269949,NaN,D4_confirm_interior_cg_delta0.01_lower
101,-0.030054591520556513,0.01233271835277417,FiniteSolved,0.01000852778726705,NaN,D4_confirm_interior_cg_delta0.01_lower
102,-0.0300545915205604,0.012332718352770285,FiniteSolved,0.010008527787265612,NaN,D4_confirm_interior_cg_delta0.01_lower
103,-0.030054591520562342,0.012332718352768342,FiniteSolved,0.009960744803893572,NaN,D4_confirm_interior_cg_delta0.01_lower
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_interior_cg_delta1.0_upper
2,-0.04238826747296754,-9.575996368568762e-7,FiniteSolved,7.548168577414917e-6,NaN,D4_confirm_interior_cg_delta1.0_upper
3,-0.04248826737296768,-0.00010095749963699718,FiniteSolved,8.805096982451493e-6,NaN,D4_confirm_interior_cg_delta1.0_upper
4,-0.04318826667296572,-0.0008009567996350372,FiniteSolved,3.8302560651619735e-5,NaN,D4_confirm_interior_cg_delta1.0_upper
5,-0.048088261771867306,-0.005700951898536623,FiniteSolved,0.001367120283488884,NaN,D4_confirm_interior_cg_delta1.0_upper
6,-0.0823882271019353,-0.04000091722860462,FiniteSolved,0.05086139250880539,NaN,D4_confirm_interior_cg_delta1.0_upper
7,-0.14208731445947373,-0.09970000458614305,FiniteSolved,0.35584856213109217,NaN,D4_confirm_interior_cg_delta1.0_upper
8,-0.14238580989626143,-0.09999850002293074,FiniteSolved,0.3589439163546867,NaN,D4_confirm_interior_cg_delta1.0_upper
9,-0.14238522202791692,-0.09999791215458624,FiniteSolved,0.3589397945051667,NaN,D4_confirm_interior_cg_delta1.0_upper
10,-0.1423872890369155,-0.09999997916358482,FiniteSolved,0.35895428775602817,NaN,D4_confirm_interior_cg_delta1.0_upper
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_interior_cg_delta1.0_lower
2,-0.04238630987433068,9.999990000023051e-7,FiniteSolved,7.55552418773997e-6,NaN,D4_confirm_interior_cg_delta1.0_lower
3,-0.04228630997433054,0.00010099989900014261,FiniteSolved,7.735029299348248e-6,NaN,D4_confirm_interior_cg_delta1.0_lower
4,-0.04158631067433182,0.0008009991989988627,FiniteSolved,3.5201121902844776e-5,NaN,D4_confirm_interior_cg_delta1.0_lower
5,-0.03668631557542296,0.00570099429790772,FiniteSolved,0.0018423457436302062,NaN,D4_confirm_interior_cg_delta1.0_lower
6,-0.002386350297614505,0.04000095957571618,AboveEvaluationCap,NaN,705181.1525340152,D4_confirm_interior_cg_delta1.0_lower
7,-0.002386350297614505,0.04000095957571618,AboveEvaluationCap,NaN,705181.1525340152,D4_confirm_interior_cg_delta1.0_lower
8,0.057312694924547894,0.09970000479787858,AboveEvaluationCap,NaN,705181.5270594574,D4_confirm_interior_cg_delta1.0_lower
9,0.057312694924547894,0.09970000479787858,AboveEvaluationCap,NaN,705181.5270594574,D4_confirm_interior_cg_delta1.0_lower
10,0.057611190150658714,0.0999985000239894,AboveEvaluationCap,NaN,705181.5287636562,D4_confirm_interior_cg_delta1.0_lower
11,0.057611190150658714,0.0999985000239894,AboveEvaluationCap,NaN,705181.5287636562,D4_confirm_interior_cg_delta1.0_lower
12,0.05760310703372272,0.0999904169070534,AboveEvaluationCap,NaN,705181.5287208585,D4_confirm_interior_cg_delta1.0_lower
13,0.05760310703372272,0.0999904169070534,AboveEvaluationCap,NaN,705181.5287208585,D4_confirm_interior_cg_delta1.0_lower
14,0.057603097223780084,0.09999040709711077,AboveEvaluationCap,NaN,705181.5287208378,D4_confirm_interior_cg_delta1.0_lower
15,0.057603097223780084,0.09999040709711077,AboveEvaluationCap,NaN,705181.5287208378,D4_confirm_interior_cg_delta1.0_lower
16,0.057603097223780084,0.09999040709711077,AboveEvaluationCap,NaN,705181.5287208378,D4_confirm_interior_cg_delta1.0_lower
17,0.05760205587369384,0.09998936574702452,AboveEvaluationCap,NaN,705181.5287186418,D4_confirm_interior_cg_delta1.0_lower
18,0.05760205587369384,0.09998936574702452,AboveEvaluationCap,NaN,705181.5287186418,D4_confirm_interior_cg_delta1.0_lower
19,0.057602009090720385,0.09998931896405107,AboveEvaluationCap,NaN,705181.5287185432,D4_confirm_interior_cg_delta1.0_lower
20,0.057602009090720385,0.09998931896405107,AboveEvaluationCap,NaN,705181.5287185432,D4_confirm_interior_cg_delta1.0_lower
21,0.05760200675083817,0.09998931662416885,AboveEvaluationCap,NaN,705181.5287185383,D4_confirm_interior_cg_delta1.0_lower
