trial,g,dg,classification,Delta,lower_bound,config
85,-0.05027049514003594,-0.007883185266705256,FiniteSolved,0.002496737964064218,NaN,D4_confirm_sqp_delta0.001_upper
86,-0.048012080295108714,-0.00562477042177803,FiniteSolved,0.0013453733759717383,NaN,D4_confirm_sqp_delta0.001_upper
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_sqp_delta0.001_lower
2,-0.042386267486031234,1.0423872994491656e-6,FiniteSolved,7.555567622775458e-6,NaN,D4_confirm_sqp_delta0.001_lower
3,-0.04238105554974247,6.2543235882159265e-6,FiniteSolved,7.5611516230650564e-6,NaN,D4_confirm_sqp_delta0.001_lower
4,-0.04235499587351055,3.23139998201355e-5,FiniteSolved,7.611714815300866e-6,NaN,D4_confirm_sqp_delta0.001_lower
5,-0.042224697622649195,0.00016261225068148893,FiniteSolved,8.44303087199051e-6,NaN,D4_confirm_sqp_delta0.001_lower
6,-0.041573209625778346,0.0008141002475523379,FiniteSolved,3.587513631787505e-5,NaN,D4_confirm_sqp_delta0.001_lower
7,-0.03831585107487889,0.004071458798451791,FiniteSolved,0.0009094944553849805,NaN,D4_confirm_sqp_delta0.001_lower
8,-0.038117084892717416,0.004270224980613267,FiniteSolved,0.0010039545814695804,NaN,D4_confirm_sqp_delta0.001_lower
9,-0.038125224391688806,0.004262085481641878,FiniteSolved,0.0010031366719934257,NaN,D4_confirm_sqp_delta0.001_lower
10,-0.038131843921423346,0.004255465951907338,FiniteSolved,0.0010001223696974105,NaN,D4_confirm_sqp_delta0.001_lower
11,-0.03813209630309275,0.004255213570237934,FiniteSolved,0.0010000970866571345,NaN,D4_confirm_sqp_delta0.001_lower
12,-0.03813229654258071,0.004255013330749971,FiniteSolved,0.0010000770281614647,NaN,D4_confirm_sqp_delta0.001_lower
13,-0.03813245541359695,0.004254854459733733,FiniteSolved,0.0010000611143146491,NaN,D4_confirm_sqp_delta0.001_lower
14,-0.03813258146335756,0.004254728409973124,FiniteSolved,0.0010000484885370102,NaN,D4_confirm_sqp_delta0.001_lower
15,-0.038132681472864124,0.004254628400466559,FiniteSolved,0.0010000384713453813,NaN,D4_confirm_sqp_delta0.001_lower
16,-0.03813276082197356,0.004254549051357123,FiniteSolved,0.0010000305237143807,NaN,D4_confirm_sqp_delta0.001_lower
17,-0.03813282377897435,0.004254486094356337,FiniteSolved,0.0010000242180262977,NaN,D4_confirm_sqp_delta0.001_lower
18,-0.03813287373029286,0.004254436143037825,FiniteSolved,0.0010000192150354773,NaN,D4_confirm_sqp_delta0.001_lower
19,-0.03813291336271715,0.004254396510613531,FiniteSolved,0.0010000152455989211,NaN,D4_confirm_sqp_delta0.001_lower
20,-0.03813294480795765,0.004254365065373036,FiniteSolved,0.0010000120961863432,NaN,D4_confirm_sqp_delta0.001_lower
21,-0.03813296975733309,0.004254340115997596,FiniteSolved,0.00100000959738651,NaN,D4_confirm_sqp_delta0.001_lower
22,-0.03813298955275732,0.004254320320573365,FiniteSolved,0.0010000076147899807,NaN,D4_confirm_sqp_delta0.001_lower
23,-0.038133005258925684,0.0042543046144049995,FiniteSolved,0.0010000060417564363,NaN,D4_confirm_sqp_delta0.001_lower
24,-0.03813301772058636,0.004254292152744324,FiniteSolved,0.0010000047936769719,NaN,D4_confirm_sqp_delta0.001_lower
25,-0.03813302760797903,0.0042542822653516554,FiniteSolved,0.0010000038034221322,NaN,D4_confirm_sqp_delta0.001_lower
26,-0.038133035452885884,0.004254274420444799,FiniteSolved,0.001000003017730588,NaN,D4_confirm_sqp_delta0.001_lower
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_sqp_delta0.01_upper
2,-0.04238826748601123,-9.576126805480034e-7,FiniteSolved,7.5481685650316996e-6,NaN,D4_confirm_sqp_delta0.01_upper
3,-0.042393055549222465,-5.745675891781488e-6,FiniteSolved,7.543826613902576e-6,NaN,D4_confirm_sqp_delta0.01_upper
4,-0.04241699586049055,-2.9685987159869254e-5,FiniteSolved,7.532570697249303e-6,NaN,D4_confirm_sqp_delta0.01_upper
5,-0.04253669729712959,-0.00014938742379890652,FiniteSolved,9.595884288291431e-6,NaN,D4_confirm_sqp_delta0.01_upper
6,-0.04313520148780757,-0.0007478916144768866,FiniteSolved,3.634164320554372e-5,NaN,D4_confirm_sqp_delta0.01_upper
7,-0.046127647630511456,-0.0037403377571807728,FiniteSolved,0.0006161269915797196,NaN,D4_confirm_sqp_delta0.01_upper
8,-0.06108800835737713,-0.018700698484046444,FiniteSolved,0.012710036787606679,NaN,D4_confirm_sqp_delta0.01_upper
9,-0.058828645859446506,-0.016441335986115822,FiniteSolved,0.01009963875649717,NaN,D4_confirm_sqp_delta0.01_upper
10,-0.05874151773255838,-0.0163542078592277,FiniteSolved,0.009982305673404987,NaN,D4_confirm_sqp_delta0.01_upper
11,-0.05875771730471424,-0.016370407431383557,FiniteSolved,0.010020997401098766,NaN,D4_confirm_sqp_delta0.01_upper
12,-0.058738493690164206,-0.016351183816833523,FiniteSolved,0.009981521062507093,NaN,D4_confirm_sqp_delta0.01_upper
13,-0.05874961751863631,-0.016362307645305628,FiniteSolved,0.009992478262493847,NaN,D4_confirm_sqp_delta0.01_upper
14,-0.058756499778563606,-0.016369189905232923,FiniteSolved,0.010020681165395326,NaN,D4_confirm_sqp_delta0.01_upper
15,-0.058737576869364296,-0.016350266996033612,FiniteSolved,0.00998128321213334,NaN,D4_confirm_sqp_delta0.01_upper
16,-0.05875305864859996,-0.01636574877526928,FiniteSolved,0.009993371766713919,NaN,D4_confirm_sqp_delta0.01_upper
17,-0.05875935564835227,-0.016372045775021583,FiniteSolved,0.010021422971768085,NaN,D4_confirm_sqp_delta0.01_upper
18,-0.05873900324944069,-0.016351693376110005,FiniteSolved,0.009981653262409223,NaN,D4_confirm_sqp_delta0.01_upper
19,-0.05875620714847611,-0.016368897275145428,FiniteSolved,0.010020605161901928,NaN,D4_confirm_sqp_delta0.01_upper
20,-0.05875463289853804,-0.016367323025207353,FiniteSolved,0.010020196310041637,NaN,D4_confirm_sqp_delta0.01_upper
21,-0.058753845773569,-0.016366535900238316,FiniteSolved,0.009993576170860044,NaN,D4_confirm_sqp_delta0.01_upper
22,-0.05875994851101619,-0.016372638637685503,FiniteSolved,0.010021576981235734,NaN,D4_confirm_sqp_delta0.01_upper
23,-0.058739450043744465,-0.01635214017041378,FiniteSolved,0.009981769181635701,NaN,D4_confirm_sqp_delta0.01_upper
24,-0.0587568971422926,-0.016369587268961913,FiniteSolved,0.010020784372842493,NaN,D4_confirm_sqp_delta0.01_upper
25,-0.0587553714579308,-0.016368061584600115,FiniteSolved,0.010020388118494997,NaN,D4_confirm_sqp_delta0.01_upper
26,-0.058754608615749895,-0.016367298742419212,FiniteSolved,0.010020190003783276,NaN,D4_confirm_sqp_delta0.01_upper
27,-0.058755420023507074,-0.01636811015017639,FiniteSolved,0.010020400731549159,NaN,D4_confirm_sqp_delta0.01_upper
28,-0.05873603901170515,-0.016348729138374464,FiniteSolved,0.00995711119851705,NaN,D4_confirm_sqp_delta0.01_upper
29,-0.05875423933605352,-0.016366929462722835,FiniteSolved,0.009993678376250046,NaN,D4_confirm_sqp_delta0.01_upper
30,-0.058760244940936526,-0.016372935067605843,FiniteSolved,0.010021653987484726,NaN,D4_confirm_sqp_delta0.01_upper
31,-0.05873967343935424,-0.016352363566023556,FiniteSolved,0.009981827141917296,NaN,D4_confirm_sqp_delta0.01_upper
32,-0.05875699427344515,-0.016369684400114465,FiniteSolved,0.010020809601100154,NaN,D4_confirm_sqp_delta0.01_upper
33,-0.05875561680474933,-0.01636830693141865,FiniteSolved,0.010020451838308062,NaN,D4_confirm_sqp_delta0.01_upper
34,-0.05875492807040143,-0.01636761819707075,FiniteSolved,0.01002027296707039,NaN,D4_confirm_sqp_delta0.01_upper
35,-0.058754583703227475,-0.016367273829896792,FiniteSolved,0.010020183533991108,NaN,D4_confirm_sqp_delta0.01_upper
36,-0.0587544115196405,-0.016367101646309813,FiniteSolved,0.009993723091803495,NaN,D4_confirm_sqp_delta0.01_upper
37,-0.05876037462873078,-0.016373064755400096,FiniteSolved,0.010047752365625691,NaN,D4_confirm_sqp_delta0.01_upper
38,-0.058715009529125915,-0.01632769965579523,FiniteSolved,0.0099355673882136,NaN,D4_confirm_sqp_delta0.01_upper
39,-0.05875501416219492,-0.016367704288864235,FiniteSolved,0.010020295325604759,NaN,D4_confirm_sqp_delta0.01_upper
40,-0.058754712840917704,-0.01636740296758702,FiniteSolved,0.010020217071197463,NaN,D4_confirm_sqp_delta0.01_upper
41,-0.0587545621802791,-0.016367252306948417,FiniteSolved,0.010020177944479926,NaN,D4_confirm_sqp_delta0.01_upper
42,-0.0587544868499598,-0.016367176976629115,FiniteSolved,0.009993742654991294,NaN,D4_confirm_sqp_delta0.01_upper
43,-0.05876043136708406,-0.016373121493753376,FiniteSolved,0.010047767105739909,NaN,D4_confirm_sqp_delta0.01_upper
44,-0.058715052316120425,-0.01632774244278974,FiniteSolved,0.00993557847265715,NaN,D4_confirm_sqp_delta0.01_upper
45,-0.058754750506077355,-0.01636744063274667,FiniteSolved,0.01002022685292748,NaN,D4_confirm_sqp_delta0.01_upper
46,-0.05875461867801858,-0.016367308804687897,FiniteSolved,0.010020192616961026,NaN,D4_confirm_sqp_delta0.01_upper
47,-0.058754552763989186,-0.016367242890658502,FiniteSolved,0.010020175499070794,NaN,D4_confirm_sqp_delta0.01_upper
48,-0.05875451980697449,-0.01636720993364381,FiniteSolved,0.01002016694014891,NaN,D4_confirm_sqp_delta0.01_upper
49,-0.05875450332846714,-0.01636719345513646,FiniteSolved,0.009993746934449373,NaN,D4_confirm_sqp_delta0.01_upper
50,-0.05876044377859429,-0.016373133905263605,FiniteSolved,0.010047770330144907,NaN,D4_confirm_sqp_delta0.01_upper
51,-0.05871506167577041,-0.016327751802439727,FiniteSolved,0.009935580897381342,NaN,D4_confirm_sqp_delta0.01_upper
52,-0.05875456100324286,-0.016367251129912178,FiniteSolved,0.010020177638803718,NaN,D4_confirm_sqp_delta0.01_upper
53,-0.05875453216585501,-0.016367222292524325,FiniteSolved,0.010020170149742864,NaN,D4_confirm_sqp_delta0.01_upper
54,-0.058754517747161075,-0.01636720787383039,FiniteSolved,0.010020166405216864,NaN,D4_confirm_sqp_delta0.01_upper
55,-0.05875451053781411,-0.016367200664483425,FiniteSolved,0.009993748806713483,NaN,D4_confirm_sqp_delta0.01_upper
56,-0.1423873098733307,-0.10000000000000002,FiniteSolved,0.35895443386016584,NaN,D4_confirm_sqp_delta0.01_upper
57,-0.1094314016805344,-0.06704409180720372,FiniteSolved,0.13684746863176944,NaN,D4_confirm_sqp_delta0.01_upper
58,-0.08398875940597622,-0.04160144953264554,FiniteSolved,0.05458448413019279,NaN,D4_confirm_sqp_delta0.01_upper
59,-0.06611730388021624,-0.023729994006885552,FiniteSolved,0.01950022496518712,NaN,D4_confirm_sqp_delta0.01_upper
60,-0.060013968591596946,-0.017626658718266262,FiniteSolved,0.011358740747873623,NaN,D4_confirm_sqp_delta0.01_upper
61,-0.05895289401745295,-0.016565584144122264,FiniteSolved,0.010212670147448037,NaN,D4_confirm_sqp_delta0.01_upper
62,-0.05875334041955095,-0.016366030546220267,FiniteSolved,0.00999344493724321,NaN,D4_confirm_sqp_delta0.01_upper
63,-0.058759567878714225,-0.01637225800538354,FiniteSolved,0.010021478102821503,NaN,D4_confirm_sqp_delta0.01_upper
64,-0.05873916319104177,-0.016351853317711086,FiniteSolved,0.009981694758373296,NaN,D4_confirm_sqp_delta0.01_upper
65,-0.05875645414913259,-0.016369144275801904,FiniteSolved,0.010020669314188452,NaN,D4_confirm_sqp_delta0.01_upper
66,-0.05875489728434177,-0.01636758741101109,FiniteSolved,0.010020264971779165,NaN,D4_confirm_sqp_delta0.01_upper
67,-0.058754118851946355,-0.01636680897861567,FiniteSolved,0.009993647087145835,NaN,D4_confirm_sqp_delta0.01_upper
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_sqp_delta0.01_lower
2,-0.042386267486031234,1.0423872994491656e-6,FiniteSolved,7.555567622775458e-6,NaN,D4_confirm_sqp_delta0.01_lower
3,-0.04238105554974247,6.2543235882159265e-6,FiniteSolved,7.5611516230650564e-6,NaN,D4_confirm_sqp_delta0.01_lower
4,-0.04235499587351055,3.23139998201355e-5,FiniteSolved,7.611714815300866e-6,NaN,D4_confirm_sqp_delta0.01_lower
5,-0.042224697622649195,0.00016261225068148893,FiniteSolved,8.44303087199051e-6,NaN,D4_confirm_sqp_delta0.01_lower
6,-0.041573209625778346,0.0008141002475523379,FiniteSolved,3.587513631787505e-5,NaN,D4_confirm_sqp_delta0.01_lower
7,-0.03831585107487889,0.004071458798451791,FiniteSolved,0.0009094944553849805,NaN,D4_confirm_sqp_delta0.01_lower
8,-0.022031093851424217,0.020356216021906466,FiniteSolved,0.04551570780596463,NaN,D4_confirm_sqp_delta0.01_lower
9,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
10,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
11,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
12,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
13,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
14,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
15,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
16,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta0.01_lower
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_sqp_delta1.0_upper
2,-0.04238826748601123,-9.576126805480034e-7,FiniteSolved,7.5481685650316996e-6,NaN,D4_confirm_sqp_delta1.0_upper
3,-0.042393055549222465,-5.745675891781488e-6,FiniteSolved,7.543826613902576e-6,NaN,D4_confirm_sqp_delta1.0_upper
4,-0.04241699586049055,-2.9685987159869254e-5,FiniteSolved,7.532570697249303e-6,NaN,D4_confirm_sqp_delta1.0_upper
5,-0.04253669729712959,-0.00014938742379890652,FiniteSolved,9.595884288291431e-6,NaN,D4_confirm_sqp_delta1.0_upper
6,-0.04313520148780757,-0.0007478916144768866,FiniteSolved,3.634164320554372e-5,NaN,D4_confirm_sqp_delta1.0_upper
7,-0.046127647630511456,-0.0037403377571807728,FiniteSolved,0.0006161269915797196,NaN,D4_confirm_sqp_delta1.0_upper
8,-0.06108800835737713,-0.018700698484046444,FiniteSolved,0.012710036787606679,NaN,D4_confirm_sqp_delta1.0_upper
9,-0.1358430973602398,-0.09345578748690912,FiniteSolved,0.2975582558684143,NaN,D4_confirm_sqp_delta1.0_upper
10,-0.1423873098733307,-0.10000000000000002,FiniteSolved,0.35895443386016584,NaN,D4_confirm_sqp_delta1.0_upper
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_sqp_delta1.0_lower
2,-0.042386267486031234,1.0423872994491656e-6,FiniteSolved,7.555567622775458e-6,NaN,D4_confirm_sqp_delta1.0_lower
3,-0.04238105554974247,6.2543235882159265e-6,FiniteSolved,7.5611516230650564e-6,NaN,D4_confirm_sqp_delta1.0_lower
4,-0.04235499587351055,3.23139998201355e-5,FiniteSolved,7.611714815300866e-6,NaN,D4_confirm_sqp_delta1.0_lower
5,-0.042224697622649195,0.00016261225068148893,FiniteSolved,8.44303087199051e-6,NaN,D4_confirm_sqp_delta1.0_lower
6,-0.041573209625778346,0.0008141002475523379,FiniteSolved,3.587513631787505e-5,NaN,D4_confirm_sqp_delta1.0_lower
7,-0.03831585107487889,0.004071458798451791,FiniteSolved,0.0009094944553849805,NaN,D4_confirm_sqp_delta1.0_lower
8,-0.022031093851424217,0.020356216021906466,FiniteSolved,0.04551570780596463,NaN,D4_confirm_sqp_delta1.0_lower
9,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
10,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
11,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
12,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
13,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
14,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
15,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
16,0.05761269012666932,0.1,AboveEvaluationCap,NaN,138.08161909919335,D4_confirm_sqp_delta1.0_lower
1,-0.042387309873330684,0.0,FiniteSolved,7.554508757038378e-6,NaN,D4_confirm_interior_cg_delta0.001_upper
2,-0.04238826375693353,-9.53883602848593e-7,FiniteSolved,7.548172105387737e-6,NaN,D4_confirm_interior_cg_delta0.001_upper
3,-0.042488263647884106,-0.00010095377455342225,FiniteSolved,8.805093166084319e-6,NaN,D4_confirm_interior_cg_delta0.001_upper
4,-0.04318826206517052,-0.0008009521918398363,FiniteSolved,3.830249291402289e-5,NaN,D4_confirm_interior_cg_delta0.001_upper
5,-0.048088088205140864,-0.00570077833181018,FiniteSolved,0.0013671035639255254,NaN,D4_confirm_interior_cg_delta0.001_upper
6,-0.04673558743029166,-0.004348277556960975,FiniteSolved,0.0008341598698926354,NaN,D4_confirm_interior_cg_delta0.001_upper
7,-0.04717992526400785,-0.004792615390677164,FiniteSolved,0.0009986414355745755,NaN,D4_confirm_interior_cg_delta0.001_upper
8,-0.04718171328567126,-0.004794403412340574,FiniteSolved,0.000998789066697791,NaN,D4_confirm_interior_cg_delta0.001_upper
9,-0.04718527936578616,-0.004797969492455478,FiniteSolved,0.0009990836369523659,NaN,D4_confirm_interior_cg_delta0.001_upper
10,-0.04718797269091171,-0.004800662817581028,FiniteSolved,0.0009993062300357718,NaN,D4_confirm_interior_cg_delta0.001_upper
11,-0.04718988428410892,-0.004802574410778235,FiniteSolved,0.0009994642761636874,NaN,D4_confirm_interior_cg_delta0.001_upper
12,-0.04719138753502838,-0.0048040776616976935,FiniteSolved,0.0010020515342564192,NaN,D4_confirm_interior_cg_delta0.001_upper
13,-0.04718550402809173,-0.00479819415476105,FiniteSolved,0.0009991022006437386,NaN,D4_confirm_interior_cg_delta0.001_upper
14,-0.04719063590956865,-0.004803326036237968,FiniteSolved,0.0010019893489305908,NaN,D4_confirm_interior_cg_delta0.001_upper
15,-0.047184178486954935,-0.004796868613624251,FiniteSolved,0.000998992682077203,NaN,D4_confirm_interior_cg_delta0.001_upper
16,-0.047190260096838785,-0.004802950223508101,FiniteSolved,0.0010019582591653678,NaN,D4_confirm_interior_cg_delta0.001_upper
17,-0.04718351570811387,-0.004796205834783185,FiniteSolved,0.0009989379311263593,NaN,D4_confirm_interior_cg_delta0.001_upper
18,-0.04719007219047385,-0.004802762317143168,FiniteSolved,0.0010019427150071835,NaN,D4_confirm_interior_cg_delta0.001_upper
19,-0.04718318431662516,-0.004795874443294476,FiniteSolved,0.0009989105577342047,NaN,D4_confirm_interior_cg_delta0.001_upper
20,-0.04718997823729139,-0.004802668363960705,FiniteSolved,0.0010019349431092104,NaN,D4_confirm_interior_cg_delta0.001_upper
21,-0.04718301862036372,-0.004795708747033035,FiniteSolved,0.000998896871558929,NaN,D4_confirm_interior_cg_delta0.001_upper
22,-0.04718993126070015,-0.00480262138736947,FiniteSolved,0.0010019310572054868,NaN,D4_confirm_interior_cg_delta0.001_upper
23,-0.04718990777240454,-0.004802597899073856,FiniteSolved,0.0009994662184328324,NaN,D4_confirm_interior_cg_delta0.001_upper
24,-0.0471900715943567,-0.004802761721026019,FiniteSolved,0.001001942665695407,NaN,D4_confirm_interior_cg_delta0.001_upper
25,-0.04718316532262938,-0.004795855449298697,FiniteSolved,0.000998908988849579,NaN,D4_confirm_interior_cg_delta0.001_upper
26,-0.04718998968338062,-0.004802679810049934,FiniteSolved,0.0010019358899343044,NaN,D4_confirm_interior_cg_delta0.001_upper
27,-0.047183020863950854,-0.004795710990620171,FiniteSolved,0.0009988970568721705,NaN,D4_confirm_interior_cg_delta0.001_upper
28,-0.04718994872789258,-0.004802638854561898,FiniteSolved,0.0010019325020881522,NaN,D4_confirm_interior_cg_delta0.001_upper
29,-0.04718992825014856,-0.004802618376817877,FiniteSolved,0.001001930808173713,NaN,D4_confirm_interior_cg_delta0.001_upper
30,-0.047189918011276547,-0.004802608137945863,FiniteSolved,0.0009994670650971178,NaN,D4_confirm_interior_cg_delta0.001_upper
31,-0.04718998956969339,-0.004802679696362708,FiniteSolved,0.001001935880530046,NaN,D4_confirm_interior_cg_delta0.001_upper
32,-0.04718301284193213,-0.004795702968601448,FiniteSolved,0.000998896394278992,NaN,D4_confirm_interior_cg_delta0.001_upper
33,-0.04718995379048497,-0.004802643917154285,FiniteSolved,0.0010019329208655705,NaN,D4_confirm_interior_cg_delta0.001_upper
34,-0.04718993590088076,-0.004802626027550078,FiniteSolved,0.0010019314410399083,NaN,D4_confirm_interior_cg_delta0.001_upper
35,-0.047189926956078654,-0.00480261708274797,FiniteSolved,0.0010019307011287092,NaN,D4_confirm_interior_cg_delta0.001_upper
36,-0.0471899224836776,-0.004802612610346917,FiniteSolved,0.0010019303311735298,NaN,D4_confirm_interior_cg_delta0.001_upper
37,-0.04718992024747708,-0.004802610374146393,FiniteSolved,0.0009994672500113252,NaN,D4_confirm_interior_cg_delta0.001_upper
38,-0.04718993589544927,-0.004802626022118589,FiniteSolved,0.001001931440590599,NaN,D4_confirm_interior_cg_delta0.001_upper
39,-0.047189928071463175,-0.004802618198132491,FiniteSolved,0.0010019307933929018,NaN,D4_confirm_interior_cg_delta0.001_upper
40,-0.047189924159470126,-0.004802614286139442,FiniteSolved,0.0010019304697943753,NaN,D4_confirm_interior_cg_delta0.001_upper
41,-0.0471899222034736,-0.004802612330142918,FiniteSolved,0.0009994674117551911,NaN,D4_confirm_interior_cg_delta0.001_upper
42,-0.04718993589129223,-0.004802626017961546,FiniteSolved,0.001001931440246734,NaN,D4_confirm_interior_cg_delta0.001_upper
43,-0.047189929047382916,-0.004802619174052232,FiniteSolved,0.0010019308741206303,NaN,D4_confirm_interior_cg_delta0.001_upper
44,-0.04718992562542826,-0.004802615752097575,FiniteSolved,0.0010019305910578251,NaN,D4_confirm_interior_cg_delta0.001_upper
45,-0.047189923914450926,-0.004802614041120243,FiniteSolved,0.001001930449526487,NaN,D4_confirm_interior_cg_delta0.001_upper
46,-0.04718992305896226,-0.004802613185631577,FiniteSolved,0.001001930378760813,NaN,D4_confirm_interior_cg_delta0.001_upper
47,-0.047189922631217934,-0.004802612757887251,FiniteSolved,0.0010019303433779984,NaN,D4_confirm_interior_cg_delta0.001_upper
48,-0.047189922417345764,-0.004802612544015081,FiniteSolved,0.0010019303256865902,NaN,D4_confirm_interior_cg_delta0.001_upper
49,-0.047189922256941644,-0.00480261238361096,FiniteSolved,0.000999467416176543,NaN,D4_confirm_interior_cg_delta0.001_upper
50,-0.047189922631214826,-0.004802612757884142,FiniteSolved,0.0010019303433777204,NaN,D4_confirm_interior_cg_delta0.001_upper
51,-0.047189922444078235,-0.004802612570747551,FiniteSolved,0.0010019303278978864,NaN,D4_confirm_interior_cg_delta0.001_upper
52,-0.047189922350509936,-0.004802612477179252,FiniteSolved,0.0009994674239138213,NaN,D4_confirm_interior_cg_delta0.001_upper
53,-0.047189923005478494,-0.004802613132147811,FiniteSolved,0.0010019303743366615,NaN,D4_confirm_interior_cg_delta0.001_upper
54,-0.04718992267799421,-0.004802612804663528,FiniteSolved,0.0010019303472473032,NaN,D4_confirm_interior_cg_delta0.001_upper
55,-0.047189922514252074,-0.00480261264092139,FiniteSolved,0.0010019303337026296,NaN,D4_confirm_interior_cg_delta0.001_upper
56,-0.04718992243238101,-0.004802612559050325,FiniteSolved,0.0010019303269302978,NaN,D4_confirm_interior_cg_delta0.001_upper
57,-0.04718992239144547,-0.004802612518114785,FiniteSolved,0.001001930323544131,NaN,D4_confirm_interior_cg_delta0.001_upper
58,-0.0471899223709777,-0.004802612497647019,FiniteSolved,0.00099946742560633,NaN,D4_confirm_interior_cg_delta0.001_upper
59,-0.04718992251425162,-0.004802612640920939,FiniteSolved,0.0010019303337025956,NaN,D4_confirm_interior_cg_delta0.001_upper
60,-0.04718992244261466,-0.004802612569283979,FiniteSolved,0.0010019303277768123,NaN,D4_confirm_interior_cg_delta0.001_upper
61,-0.04718992240679618,-0.004802612533465499,FiniteSolved,0.0010019303248139202,NaN,D4_confirm_interior_cg_delta0.001_upper
62,-0.047189922388886946,-0.004802612515556262,FiniteSolved,0.0010019303233324932,NaN,D4_confirm_interior_cg_delta0.001_upper
63,-0.047189922379932324,-0.00480261250660164,FiniteSolved,0.0009994674263467957,NaN,D4_confirm_interior_cg_delta0.001_upper
64,-0.04718992244261457,-0.004802612569283889,FiniteSolved,0.0010019303277768123,NaN,D4_confirm_interior_cg_delta0.001_upper
65,-0.04718992241127345,-0.0048026125379427645,FiniteSolved,0.0010019303251842786,NaN,D4_confirm_interior_cg_delta0.001_upper
66,-0.047189922395602886,-0.004802612522272202,FiniteSolved,0.0010019303238880304,NaN,D4_confirm_interior_cg_delta0.001_upper
67,-0.047189922387767605,-0.004802612514436921,FiniteSolved,0.0010019303232398948,NaN,D4_confirm_interior_cg_delta0.001_upper
68,-0.04718992238384996,-0.004802612510519277,FiniteSolved,0.0010019303229158352,NaN,D4_confirm_interior_cg_delta0.001_upper
69,-0.047189922381891146,-0.004802612508560462,FiniteSolved,0.001001930322753794,NaN,D4_confirm_interior_cg_delta0.001_upper
70,-0.047189922380911735,-0.004802612507581051,FiniteSolved,0.000999467426427771,NaN,D4_confirm_interior_cg_delta0.001_upper
71,-0.047189922384339666,-0.004802612511008983,FiniteSolved,0.0010019303229563286,NaN,D4_confirm_interior_cg_delta0.001_upper
72,-0.047189922382625704,-0.004802612509295021,FiniteSolved,0.0010019303228145644,NaN,D4_confirm_interior_cg_delta0.001_upper
73,-0.047189922381768716,-0.0048026125084380325,FiniteSolved,0.0009994674264986515,NaN,D4_confirm_interior_cg_delta0.001_upper
74,-0.04718992238476816,-0.0048026125114374735,FiniteSolved,0.0010019303229917879,NaN,D4_confirm_interior_cg_delta0.001_upper
75,-0.04718992238326844,-0.0048026125099377565,FiniteSolved,0.0010019303228677207,NaN,D4_confirm_interior_cg_delta0.001_upper
76,-0.04718992238251858,-0.004802612509187898,FiniteSolved,0.0010019303228057082,NaN,D4_confirm_interior_cg_delta0.001_upper
77,-0.047189922382143645,-0.004802612508812962,FiniteSolved,0.001001930322774681,NaN,D4_confirm_interior_cg_delta0.001_upper
78,-0.047189922381956184,-0.004802612508625501,FiniteSolved,0.0010019303227591658,NaN,D4_confirm_interior_cg_delta0.001_upper
79,-0.047189922381862454,-0.00480261250853177,FiniteSolved,0.001001930322751424,NaN,D4_confirm_interior_cg_delta0.001_upper
80,-0.04718992238179215,-0.004802612508461465,FiniteSolved,0.0010019303227456024,NaN,D4_confirm_interior_cg_delta0.001_upper
81,-0.047189922381771644,-0.004802612508440961,FiniteSolved,0.0009994674264988824,NaN,D4_confirm_interior_cg_delta0.001_upper
