idx,GT,stored_Delta,stored_best_start,Delta_base,base_best,base_finite,wall_base,base_middle_solves,base_unique_inner_solves,base_fc_ga,Delta_adapt,adapt_best,adapt_finite,trigger_reason,ran_compensated,wall_adapt,adapt_middle_solves,adapt_unique_inner_solves,adapt_fc_ga,within_budget_base,within_budget_adapt,same_budget_status,delta_agree_abs
7,7.296890522201949,0.5804843311608021,continuation,0.5804843311608021,continuation,true,10.844393014907837,2,10,20,0.5804843311608021,continuation,true,cap_dominated,true,4.0082478523254395,2,10,20,false,false,true,0.0
8,7.1969443997226605,0.5380178554887682,continuation,0.5380178554887682,continuation,true,3.7696359157562256,2,10,20,0.5380178554887682,continuation,true,cap_dominated,true,3.8527278900146484,2,10,20,false,false,true,0.0
9,7.1469309376004375,0.5181008582549245,continuation,0.5181008582549245,continuation,true,4.062130928039551,2,10,20,0.5181008582549245,continuation,true,cap_dominated,true,3.8894050121307373,2,10,20,false,false,true,0.0
10,7.121914099968407,0.5084590874786976,continuation,0.5084590874786976,continuation,true,4.02883505821228,2,10,20,0.5084590874786976,continuation,true,cap_dominated,true,3.867526054382324,2,10,20,false,false,true,0.0
11,7.109403153715476,0.5037492163786816,continuation,0.5037492163786816,continuation,true,3.5311450958251953,2,10,20,0.5037492163786816,continuation,true,cap_dominated,true,3.817944049835205,2,10,20,false,false,true,0.0
12,7.103147048630487,0.5013611914663243,continuation,0.5013611914663243,continuation,true,3.685875177383423,2,10,20,0.5013611914663243,continuation,true,cap_dominated,true,3.468308925628662,2,10,20,false,false,true,0.0
13,7.100018838085942,0.5001942709525253,continuation,0.5001942709525253,continuation,true,3.6461241245269775,2,10,20,0.5001942709525253,continuation,true,cap_dominated,true,3.8734099864959717,2,10,20,false,false,true,0.0
