n_events,n_slow,n_finite,n_cap,n_numfail,n_inf,n_numfail_slow,phase9_wall_s,phase9_nStatus,phase9_Delta,phase9_n_inner_solves
53,0,7,32,0,14,0,127.748836894,-200,0.48328790717730746,52
