seed,direction,block,algorithm,delta,best_g,gamma_prime,kappa_ratio,GT,incumbent_source,dlogA,dlogf,DeltaStar,status,wall
49,lower,gamma_participation,active,0.0003,-0.059437889633505075,0.9422940580030135,0.9105229218333355,0.0894770781666645,cold_verified,0.0,0.024218414580860128,0.00029917109038836556,-200,12.300779104232788
49,lower,full_joint,sqp,0.0003,-0.05767434314553557,0.9439573035539931,0.9115940510393464,0.08840594896065357,multistart:gamma_only_best,0.004867551155269378,0.005082068465323677,0.0002975959331231675,-200,44.08253192901611
49,lower,gamma_only,active,0.001,-0.05663564748916574,0.9449382972937629,0.91222551550137,0.08777448449863001,cold_verified,0.0,0.0,0.0008384788189510137,-200,2.0918490886688232
49,lower,gamma_technology,active,0.001,-0.059437031737692235,0.942294866393487,0.9105234425893525,0.08947655741064753,cold_verified,0.024862481963784093,0.0,0.0009935973172795264,-200,9.240535974502563
49,lower,gamma_participation,active,0.001,-0.05942552408794835,0.9423057100551574,0.910530427939388,0.08946957206061201,cold_verified,0.0,0.04370661399042548,0.000997390079154291,-200,8.16383981704712
49,lower,full_joint,sqp,0.001,-0.05662083265339525,0.9449522965031483,0.9122345251933275,0.08776547480667252,multistart:gamma_only_best,0.014117160543035811,0.01623924466701221,0.0009982323340598197,-101,59.5629448890686
49,lower,gamma_only,active,0.003,-0.05460531507021628,0.9468587851072718,0.9134610988860704,0.08653890111392959,cold_verified,0.0,0.0,0.0029509789970392926,-200,10.779193878173828
49,lower,gamma_technology,active,0.003,-0.05941462797333154,0.9423159775821162,0.9105370421260142,0.08946295787398584,cold_verified,0.048925754801142626,0.0,0.0029976680827365977,-200,16.40058994293213
49,lower,gamma_participation,active,0.003,-0.05941878354729434,0.9423120617265114,0.9105345195934922,0.08946548040650781,cold_verified,0.0,0.055794172716150274,0.0029401838632352605,-410,24.87339186668396
49,lower,full_joint,sqp,0.003,-0.054595490600359835,0.9468680875385601,0.9134670817530173,0.08653291824698273,multistart:gamma_only_best,0.015565046106731381,0.015820777925470313,0.0029949796299690366,-410,56.48155903816223
49,lower,gamma_only,active,0.01,-0.05403531507021628,0.947398648461222,0.9138082800638933,0.08619171993610675,cold_verified,0.0,0.0,0.003991871100023935,-200,2.0417368412017822
49,lower,gamma_technology,active,0.01,-0.059354102455566736,0.9423730134706033,0.9105737833512156,0.08942621664878436,cold_verified,0.10229097110151239,0.0,0.00998901477479203,-410,25.999686002731323
49,lower,gamma_participation,active,0.01,-0.05934453471290512,0.9423820298962209,0.9105795914601614,0.08942040853983857,cold_verified,0.0,0.15954166837271608,0.00999456904696307,-200,15.400378942489624
49,lower,full_joint,sqp,0.01,-0.053992778495866645,0.9474389484113759,0.9138341939472182,0.08616580605278179,multistart:gamma_only_best,0.036936240007810345,0.0421994314060787,0.009984919826819613,-101,52.278953075408936
49,lower,gamma_only,active,0.03,-0.051452032130748414,0.9498492111122225,0.9153833862160942,0.08461661378390584,cold_verified,0.0,0.0,0.0212011006638698,-200,1.8107290267944336
49,lower,gamma_technology,active,0.03,-0.05935219292356324,0.9423748129637499,0.9105749425318074,0.08942505746819263,cold_verified,0.10504563062129199,0.0,0.013209806317404336,-200,2.219395875930786
49,lower,gamma_participation,active,0.03,-0.05921597685432377,0.9425031882997155,0.9106576362461013,0.0893423637538987,cold_verified,0.0,0.35829494192589484,0.02999246967050089,-200,19.01396608352661
49,lower,full_joint,sqp,0.03,-0.051422813445075155,0.949876964863221,0.9154012172560483,0.08459878274395172,multistart:gamma_only_best,0.03828701543156494,0.04264472283326856,0.023778373762352836,-410,42.789401054382324
49,lower,gamma_only,active,0.1,-0.05080057545108018,0.9504681983252652,0.9157810276395029,0.08421897236049714,cold_verified,0.0,0.0,0.09142441451622084,-200,1.7018251419067383
49,lower,gamma_technology,active,0.1,-0.05935219111592587,0.9423748146672218,0.9105749436291335,0.0894250563708665,cold_verified,0.10504824371466666,0.0,0.013210023036444217,-200,2.00081205368042
49,lower,gamma_participation,active,0.1,-0.05920752886110085,0.9425111505938955,0.9106627650802369,0.08933723491976309,cold_verified,0.0,0.3691294750678534,0.07892754815141576,-200,1.9136359691619873
49,lower,full_joint,sqp,0.1,-0.014905103988899021,0.9852054272323504,0.9379602752308664,0.06203972476913355,multistart:pareto,0.18233496179251532,0.24432429701899708,0.09996130037851395,-400,64.68836092948914
49,lower,gamma_only,active,0.3,-0.050714229258762504,0.9505502711783977,0.9158337452933001,0.08416625470669992,cold_verified,0.0,0.0,0.18116550050489022,-200,2.105139970779419
49,lower,gamma_technology,active,0.3,-0.059352191097225615,0.9423748146848445,0.9105749436404855,0.08942505635951448,cold_verified,0.10504827074752542,0.0,0.013210025278452714,-200,2.0314090251922607
49,lower,gamma_participation,active,0.3,-0.059207063529126094,0.9425115891745723,0.9106630475872826,0.08933695241271744,cold_verified,0.0,0.3694979360386986,0.033719216111817316,-200,1.887861967086792
49,lower,full_joint,sqp,0.3,-0.014514170119206273,0.9855906526963951,0.9382047607153774,0.061795239284622605,multistart:continuation,0.3324425972276095,0.41495784707891165,0.29995144254867895,-200,37.620476961135864
49,lower,gamma_only,active,1.0,-0.050687706884609364,0.9505754823626701,0.9158499388266332,0.08415006117336676,cold_verified,0.0,0.0,0.3600268400914086,-200,2.33073091506958
49,lower,gamma_technology,active,1.0,-0.05935219109715166,0.9423748146849141,0.9105749436405305,0.08942505635946951,cold_verified,0.10504827085443696,0.0,0.013210025287319441,-200,3.451930046081543
49,lower,gamma_participation,active,1.0,-0.059201829405178236,0.942516522409963,0.910666225275004,0.08933377472499604,cold_verified,0.0,0.37626526505322105,0.40282090613617855,-200,1.9668910503387451
49,lower,full_joint,sqp,1.0,-0.014323108594396656,0.9857789791397332,0.9383242715479672,0.06167572845203284,multistart:continuation,0.5411480291639861,0.6330471648168101,0.9990252034506648,-200,38.72200608253479
50,upper,gamma_only,active,0.0001,-0.09504948571480112,0.9093279346119827,0.8715585504252763,0.1284414495747237,cold_verified,0.0,0.0,9.971506468524413e-5,-100,12.173819065093994
50,upper,gamma_technology,active,0.0001,-0.09419936565341415,0.9101013012122304,0.8720526433637507,0.12794735663624934,cold_verified,0.0075264748868961355,0.0,9.948939272121165e-5,-200,16.03217101097107
50,upper,gamma_participation,active,0.0001,-0.09419405082956417,0.9101061382531861,0.8720557332400163,0.12794426675998372,cold_verified,0.0,0.0030487825649087915,9.826899323622732e-5,-200,1.9607570171356201
50,upper,full_joint,sqp,0.0001,-0.09505201473466633,0.9093256349064801,0.8715570809672566,0.1284429190327434,multistart:gamma_only_best,0.003280537193325527,0.004579301446216035,9.959586627412894e-5,-200,45.600714921951294
50,upper,gamma_only,active,0.0003,-0.09564452335789424,0.9087870112118254,0.871212878895225,0.12878712110477497,cold_verified,0.0,0.0,0.00029936184593676703,-200,12.453333139419556
50,upper,gamma_technology,active,0.0003,-0.09420325564000634,0.910097760937257,0.8720503818512895,0.12794961814871053,cold_verified,0.012692128121487112,0.0,0.0002989712275249163,-200,6.346886873245239
50,upper,gamma_participation,active,0.0003,-0.09423586293500931,0.9100680855949036,0.8720314252546257,0.12796857474537426,cold_verified,0.0,0.03062550376339688,0.0002993090845409433,-400,25.615281105041504
50,upper,full_joint,sqp,0.0003,-0.0956501871508618,0.9087818640449186,0.8712095893218511,0.1287904106781489,multistart:gamma_only_best,0.00656523771256929,0.008970195084998344,0.0002996577135693409,-101,41.0520339012146
50,upper,gamma_only,active,0.001,-0.09687756760728673,0.9076671271888944,0.8704970104811345,0.12950298951886552,cold_verified,0.0,0.0,0.0009987194752268246,-200,4.340775966644287
50,upper,gamma_technology,active,0.001,-0.09422857692097122,0.9100747163879068,0.8720356610203837,0.12796433897961634,cold_verified,0.0324444838901101,0.0,0.0009990639311425109,-200,11.295226097106934
50,upper,gamma_participation,active,0.001,-0.09424161234474197,0.9100628532556363,0.8720280828170557,0.12797191718294432,cold_verified,0.0,0.04128755954465292,0.0009964331385512145,-200,2.3777108192443848
50,upper,full_joint,sqp,0.001,-0.09688739277699181,0.9076582092491443,0.8704913086459045,0.12950869135409548,multistart:gamma_only_best,0.011827843258085852,0.016502049249193535,0.0009981003718941687,-101,43.99149298667908
50,upper,gamma_only,active,0.003,-0.09902538706541843,0.9057197141660421,0.8692514554914554,0.13074854450854456,cold_verified,0.0,0.0,0.0029956295153719423,0,1.9067461490631104
50,upper,gamma_technology,active,0.003,-0.09424528563632414,0.910059510335558,0.8720259473440597,0.1279740526559403,cold_verified,0.050696232105740036,0.0,0.0029966348901813503,-200,14.514846086502075
50,upper,gamma_participation,active,0.003,-0.09425526266336352,0.9100504306925099,0.8720201472123786,0.12797985278762136,cold_verified,0.0,0.06330086247505642,0.0029935074599132757,-200,4.845142126083374
50,upper,full_joint,sqp,0.003,-0.09904060681408071,0.9057059294445343,0.8692426356770828,0.13075736432291718,multistart:gamma_only_best,0.01993469504801792,0.027813983496175664,0.0029970249845007292,-101,40.922516107559204
50,upper,gamma_only,active,0.01,-0.10302538706541843,0.9021040714157343,0.8669365395365534,0.13306346046344664,cold_verified,0.0,0.0,0.009331166185405724,-200,2.295571804046631
50,upper,gamma_technology,active,0.01,-0.09429634787310201,0.9100130418477618,0.8719962627857161,0.12800373721428393,cold_verified,0.09540756162222201,0.0,0.009993128968320813,-200,17.509462118148804
50,upper,gamma_participation,active,0.01,-0.09430689570267248,0.9100034432359119,0.871990131028631,0.128009868971369,cold_verified,0.0,0.12860519840924853,0.009995812305484832,-410,25.544511795043945
50,upper,full_joint,sqp,0.01,-0.1030613849374046,0.9020715981733406,0.8669157345391526,0.1330842654608474,multistart:gamma_only_best,0.03652561484463252,0.050368375309220205,0.009984967974734754,-410,49.55482506752014
50,upper,gamma_only,active,0.03,-0.11016109800291843,0.8956898298303592,0.8628221945230304,0.13717780547696956,cold_verified,0.0,0.0,0.028091267612922726,-200,2.5865790843963623
50,upper,gamma_technology,active,0.03,-0.0943605461148602,0.9099546224857284,0.8719589431664128,0.12804105683358724,cold_verified,0.16043108755562174,0.0,0.029968598069952942,-200,17.448544025421143
50,upper,gamma_participation,active,0.03,-0.09431457682705494,0.9099964534131207,0.8719856657969592,0.12801433420304076,cold_verified,0.0,0.14458595969967294,0.02967350395846025,-200,2.0943169593811035
50,upper,full_joint,sqp,0.03,-0.11025605001190404,0.8956047863191787,0.8627675784511722,0.13723242154882775,multistart:gamma_only_best,0.05320305254659986,0.07630348171153338,0.02966745398929397,-200,32.11104702949524
50,upper,gamma_only,active,0.1,-0.12219259800291843,0.8849779071103557,0.8559291790951019,0.1440708209048981,cold_verified,0.0,0.0,0.08737202741281873,-200,2.2930970191955566
50,upper,gamma_technology,active,0.1,-0.09436906728493333,0.9099468686406673,0.8719539897735146,0.12804601022648543,cold_verified,0.17243321446182153,0.0,0.06563101133219161,-200,2.392199993133545
50,upper,gamma_participation,active,0.1,-0.09438207100881552,0.9099350360197743,0.8719464307069994,0.1280535692930006,cold_verified,0.0,0.27963798359594844,0.09990886960000833,-200,5.827300071716309
50,upper,full_joint,sqp,0.1,-0.14570234781421681,0.8644149598984693,0.8426186401454674,0.1573813598545326,multistart:gamma_only_best,0.1491039010310465,0.17210998218907106,0.0999766448990253,-410,47.02945303916931
50,upper,gamma_only,active,0.3,-0.13070834800291842,0.8774736540189086,0.8510836938185122,0.14891630618148777,cold_verified,0.0,0.0,0.20004842939789047,-200,1.9183030128479004
50,upper,gamma_technology,active,0.3,-0.09437088434424089,0.9099452152147425,0.8719529335127458,0.12804706648725417,cold_verified,0.17565451326627302,0.0,0.2624090594207348,-200,1.8047659397125244
50,upper,gamma_participation,active,0.3,-0.09439789254438272,0.9099206395641254,0.8719372337345255,0.12806276626547453,cold_verified,0.0,0.3146127716760757,0.22275924172893852,-200,1.720324993133545
50,upper,full_joint,sqp,0.3,-0.15572061563092632,0.8557982536293393,0.8370096722400401,0.16299032775995992,multistart:gamma_only_best,0.15541639861041895,0.17170885683960357,0.23290870462448043,-200,42.06354784965515
50,upper,gamma_only,active,1.0,-0.13539089132388116,0.8733744504600822,0.8484310122274821,0.15156898777251793,cold_verified,0.0,0.0,0.8912517602628793,-200,1.7540059089660645
50,upper,gamma_technology,active,1.0,-0.09437115422603065,0.9099449696371323,0.8719527766299477,0.12804722337005225,cold_verified,0.17603512018902537,0.0,0.4876881658463759,-200,3.6915810108184814
50,upper,gamma_participation,active,1.0,-0.09439991923562682,0.9099187954378011,0.87193605563695,0.12806394436305002,cold_verified,0.0,0.3186476004993511,0.9550339153723272,-400,23.4327449798584
50,upper,full_joint,sqp,1.0,-0.24480535485155858,0.7828569027109213,0.7887471496697268,0.2112528503302732,multistart:continuation,0.5867430541667119,0.7003665411453851,0.9902960569796817,-201,58.44928216934204
50,lower,gamma_only,active,0.0001,-0.09342512841039509,0.9108062083820283,0.8725028766391216,0.12749712336087837,cold_verified,0.0,0.0,9.928189718383891e-5,-100,11.648820877075195
50,lower,gamma_technology,active,0.0001,-0.0941905048323236,0.9101093654927628,0.8720577947806021,0.12794220521939792,cold_verified,0.003363454794858835,0.0,9.982266215527394e-5,-200,13.58876895904541
50,lower,gamma_participation,active,0.0001,-0.09418707770965483,0.9101124845545451,0.8720597872155695,0.12794021278443046,cold_verified,0.0,0.008835881195192009,9.944039983000916e-5,-200,5.630267143249512
50,lower,full_joint,sqp,0.0001,-0.09342425540132519,0.9108070035244562,0.8725033844412192,0.12749661555878078,multistart:gamma_only_best,0.001118916294232189,0.0014225447817581812,9.990220842740228e-5,-101,38.283304929733276
50,lower,gamma_only,active,0.0003,-0.09282552229746217,0.9113524971149362,0.8728517183959494,0.12714828160405056,cold_verified,0.0,0.0,0.0002976097660316583,-200,3.8926169872283936
50,lower,gamma_technology,active,0.0003,-0.09417561546808295,0.9101229165434874,0.8720664510809946,0.12793354891900544,cold_verified,0.014900337780376017,0.0,0.00029837872710347,-200,10.031377077102661
50,lower,gamma_participation,active,0.0003,-0.09417734080147042,0.9101213462793875,0.8720654480113287,0.12793455198867132,cold_verified,0.0,0.018652312597494412,0.00029988722448616705,-200,12.680705070495605
50,lower,full_joint,sqp,0.0003,-0.09282148961482688,0.9113561723177364,0.8728540650217491,0.12714593497825089,multistart:gamma_only_best,0.0036913959479914164,0.004679530772686345,0.00029717192770068417,-101,39.13562798500061
50,lower,gamma_only,active,0.001,-0.09170962225765113,0.9123700430369258,0.8735013035015438,0.12649869649845624,cold_verified,0.0,0.0,0.0009908564207882946,-200,10.461692094802856
50,lower,gamma_technology,active,0.001,-0.09415565539474216,0.9101410828449505,0.8720780554984171,0.1279219445015829,cold_verified,0.030957512256496976,0.0,0.0009999999947114947,-400,25.62258791923523
50,lower,gamma_participation,active,0.001,-0.09412985646095595,0.9101645638173738,0.8720930547500785,0.12790694524992152,cold_verified,0.0,0.05168951369112238,0.00099973421471497,-200,19.22611689567566
50,lower,full_joint,sqp,0.001,-0.09168668805755989,0.912390967753995,0.8735146589727589,0.12648534102724107,multistart:gamma_only_best,0.010914964141346338,0.015488279454450395,0.0009980751124256458,-400,47.36378002166748
50,lower,gamma_only,active,0.003,-0.09008370210103851,0.9138546905122471,0.8744486457605397,0.1255513542394603,cold_verified,0.0,0.0,0.0029864747830824477,-400,24.48728108406067
50,lower,gamma_technology,active,0.003,-0.09412180275815424,0.910171894041789,0.8720977371481676,0.12790226285183237,cold_verified,0.05427863433931844,0.0,0.002996660382234393,-200,22.65690279006958
50,lower,gamma_participation,active,0.003,-0.09411455129596784,0.910178494142792,0.8721019531475342,0.12789804685246575,cold_verified,0.0,0.0738197806406841,0.0029985697441138608,-200,6.490171909332275
50,lower,full_joint,sqp,0.003,-0.09005457399164317,0.913881309759326,0.8744656266159554,0.1255343733840446,multistart:gamma_only_best,0.014775239961747011,0.01927069459916856,0.002994593436788256,-101,48.67347693443298
50,lower,gamma_only,active,0.01,-0.08727720782103554,0.9164230207902725,0.8760862673563506,0.12391373264364935,cold_verified,0.0,0.0,0.009874054316394501,-200,2.295038938522339
50,lower,gamma_technology,active,0.01,-0.09407319981870453,0.9102161321462863,0.8721259952816499,0.1278740047183501,cold_verified,0.09349867860773364,0.0,0.009993784123909126,-400,26.869066953659058
50,lower,gamma_participation,active,0.01,-0.09409883215167088,0.9101928014823266,0.872111092326383,0.12788890767361705,cold_verified,0.0,0.1004667593233938,0.009935225910486243,-200,2.0652689933776855
50,lower,full_joint,sqp,0.01,-0.08675445025559296,0.9169022130973256,0.876391641048223,0.12360835895177702,multistart:gamma_only_best,0.04459127809430812,0.07525651653903356,0.00996910881108663,-400,58.64107704162598
50,lower,gamma_only,active,0.03,-0.08397338898820758,0.9194557234166716,0.8780180141620834,0.12198198583791664,cold_verified,0.0,0.0,0.029968475966569156,-200,11.789620876312256
50,lower,gamma_technology,active,0.03,-0.0939626575960012,0.9103167550221098,0.872190268813931,0.12780973118606898,cold_verified,0.16790238678264946,0.0,0.029999154871332142,-410,26.118964910507202
50,lower,gamma_participation,active,0.03,-0.09408920336979353,0.9102015655724721,0.8721166905893383,0.12788330941066173,cold_verified,0.0,0.11737229217759863,0.028779291946356568,-200,1.9053750038146973
50,lower,full_joint,sqp,0.03,-0.0838875989733054,0.9195346069205454,0.8780682323838231,0.12193176761617686,multistart:gamma_only_best,0.04411766947530735,0.058879264391025865,0.02999509017942342,-200,47.49843692779541
50,lower,gamma_only,active,0.1,-0.08187596711320758,0.9213862338036959,0.8792465890348781,0.12075341096512193,cold_verified,0.0,0.0,0.08749504830870371,-200,2.6946020126342773
50,lower,gamma_technology,active,0.1,-0.09395649731073716,0.9103223628502742,0.8721938507818598,0.12780614921814015,cold_verified,0.17485372226843482,0.0,0.054452083802958,-200,3.125797986984253
50,lower,gamma_participation,active,0.1,-0.09408348982775189,0.91020676606224,0.872120012512583,0.12787998748741702,cold_verified,0.0,0.12765371914743048,0.09079162964569912,-200,1.92287278175354
50,lower,full_joint,sqp,0.1,-0.08186600083003662,0.9213954166455711,0.8792524309346077,0.1207475690653923,multistart:gamma_only_best,0.014853556151331288,0.020737528044960703,0.09580504709413828,-201,66.96147799491882
50,lower,gamma_only,active,0.3,-0.08110715193222476,0.9220948819025955,0.879697356627651,0.12030264337234897,cold_verified,0.0,0.0,0.27297201070515853,-200,1.7582590579986572
50,lower,gamma_technology,active,0.3,-0.09395581779423176,0.9103229814295553,0.8721942458953611,0.1278057541046389,cold_verified,0.17562310076089876,0.0,0.16206152362425635,-200,7.946907997131348
50,lower,gamma_participation,active,0.3,-0.094081370393224,0.9102086951879318,0.8721212447809648,0.12787875521903525,cold_verified,0.0,0.13131434885244062,0.21200505051572519,-200,2.0311920642852783
50,lower,full_joint,sqp,0.3,-0.08110217171302324,0.9220994741486672,0.8797002773562776,0.12029972264372235,multistart:gamma_only_best,0.007429464017163354,0.010368243878422374,0.2756077900066942,-200,45.56866097450256
50,lower,gamma_only,active,1.0,-0.08089667398760352,0.9222889829643638,0.8798208032160509,0.12017919678394906,cold_verified,0.0,0.0,0.8888536770741574,-200,1.89404296875
50,lower,gamma_technology,active,1.0,-0.09395569482069631,0.9103230933751976,0.8721943173999039,0.12780568260009606,cold_verified,0.17576238989007498,0.0,0.42590964887406785,-200,2.495630979537964
50,lower,gamma_participation,active,1.0,-0.09408057106921425,0.9102094227398866,0.8721217095193888,0.12787829048061117,cold_verified,0.0,0.13286337022944503,0.08355756366336076,-200,1.9440150260925293
50,lower,full_joint,sqp,1.0,-0.06771445222418017,0.9345272876697522,0.8875868732130064,0.11241312678699356,multistart:pareto,0.4399831635573874,0.5009031918332688,0.9996185822738524,-200,52.682700872421265
