point,g,Delta_fixed,best_source,best_Delta,slack_ratio,dlogA,dlogf,A_only_Delta,f_only_Delta,full_Delta,wall_A,wall_f,wall_full,n_fc_full
interior_g05,-0.48546126592859407,0.4832764950468894,f_only,0.4830448476436969,1.0004795567209184,0.0,0.0002933251042243623,NaN,0.4830448476436969,0.48304484764369693,1050.884065772,83.334411027,27.703671975,67
interior_g08,-0.493534922310887,0.7626745479773996,A_only,0.7621535782202786,1.000683549578469,0.00011639911533035878,0.0,0.7621535782202786,0.762496854277452,0.7621535782202795,318.685907217,95.05255336,27.904312215,67
