delta,direction,method,start_gt_pct,best_gt_pct,n_evals_total,wall_s,is_winner
0.5,upper,Method_A_welfare_plus_A,17.39380804190056,17.39380804190056,2,8.230101108551025,false
0.5,upper,Method_B_reduced_q,17.39380804190056,17.58602593378261,799,109.61905884742737,false
0.5,upper,Method_C_production_Af,17.39380804190056,18.425015820126788,990,113.4319920539856,true
0.5,lower,Method_A_welfare_plus_A,0.056170094332419485,0.056170094332419485,2,0.3989698886871338,false
0.5,lower,Method_B_reduced_q,0.056170094332419485,0.012822043696991692,716,219.29597687721252,true
0.5,lower,Method_C_production_Af,0.056170094332419485,0.056170094332419485,500,120.41453218460083,false
