chain,status,n_points,elapsed_wall_s,best_GT,Delta_fresh,nStatus,lfd_ok,A_gravity_resid,q_drift,f_drift,fixedAf_Delta,fixedAf_classification,improvement
current_calibration_upper,max_points,6,329.6963760852814,7.467412300019383,0.4415692876687138,0,true,-4.440892098500626e-16,0.0,0.0,1.5851402234821586,FiniteSolved,1.1435709358134447
