chain,status,n_points,elapsed_wall_s,best_GT,Delta_fresh,nStatus,lfd_ok,A_gravity_resid,q_drift,f_drift,fixedAf_Delta,fixedAf_classification,improvement
reduced_q_pre_switch_upper,bracket_width_converged,11,360.1500189304352,7.536576796053218,0.46495717972905826,0,true,7.771561172376096e-16,0.0,0.0,1.7335193975993874,FiniteSolved,1.268562217870329
