idx,t_elapsed,gp,Delta,feasible,verified
1,11.775454998016357,0.9840278851786317,0.004842627485612954,true,true
2,19.116291046142578,0.9652283765692441,1.9822770306867221,false,true
3,20.502578020095825,0.9767958864585219,0.0549732972963882,true,true
4,23.36017894744873,0.974994650857939,0.090622670785941,true,true
7,99.43960285186768,0.9666598997462921,0.7892860541698182,true,true
