family,trial,maxdiff,relscale,pass
cm_meanzc,1,0.0,1.013134899568625,true
cm_meanzc,2,0.0,1.0212416214303652,true
cm_meanzc,3,0.0,1.1866432161886746,true
origin_zc,1,1.862645149230957e-8,1.9255812819512043e7,true
origin_zc,2,2.0489096641540527e-8,1.3577212526274076e7,true
origin_zc,3,6.51925802230835e-9,8.390177536289359e6,true
