family,arm,wall_s,iters,nStatus,dense_econ,drawmajor_v2_dispatch,drawmajor_v2_fallback,draw_chunk_reordered_dispatch,draw_chunk_reordered_fallback
cm_meanzc,FULL,19.709921836853027,12,0,0,-1,-1,-1,-1
cm_meanzc,REDUCED_BASELINE,62.100910902023315,9,0,0,0,8,0,8
cm_meanzc,REDUCED_DRAWMAJOR_ONLY,37.562381982803345,9,0,0,8,0,0,8
cm_meanzc,REDUCED_DRAWMAJOR_PLUS_HCZ,14.829834938049316,9,0,0,8,0,8,0
cm_meanzc,REDUCED_ALL_ACCEPTED,13.849877834320068,9,0,0,8,0,8,0
origin_zc,FULL,8.129258871078491,12,0,0,-1,-1,-1,-1
origin_zc,REDUCED_BASELINE,27.017719984054565,9,0,0,0,8,0,0
origin_zc,REDUCED_ALL_ACCEPTED,6.730075836181641,9,0,0,8,0,0,0
