idx,t_elapsed,gp,Delta,feasible,verified
1,10.207463026046753,0.9840278851786317,0.00452158898611937,true,true
2,20.934184074401855,0.9652292135031784,0.7381899388989467,true,true
3,28.16714310646057,0.967042767081584,0.4342134540781335,true,true
4,35.63401508331299,0.9652739588280618,0.7227453069339393,true,true
