label,wall,bytes,mb,gctime,gc_pct,gc_live_delta_mb
TOTAL_cold_compressed_value_eval,0.632796196,339528408,323.79952239990234,0.0,0.0,328.05162811279297
dense unrestricted cold value (oracle_fast),7.957046085,798968704,761.9559326171875,0.017917368,0.22517612451405075,98.98802185058594
inner_moment_build_dense,2.082609355,798862768,761.8549041748047,0.017917368,0.8603326378508465,NaN
inner_dual_hessian_callback_dense,5.3400943750000005,31384,0.02993011474609375,0.0,0.0,NaN
build_lfix_base_cache,2.373280277,1130308464,1077.9461517333984,0.002742085,0.1155398722424052,813.0237731933594
a_block_fd_component! (one coord, buffers preallocated),0.022720397,7722384,7.3646392822265625,0.0,0.0,7.3646392822265625
composite_gradient_at_fast_buffered (threaded=true, full D2=400 coords),11.723598979,4191126064,3996.969284057617,0.48337619,4.123104098543902,615.382080078125
