config_label,nthreads,job_id,direction,idx,start_kind,GT,Delta,finite,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,fixture_load_s,worker_batch_wall_s,peak_rss_mb,cpu_seconds
1x20,20,1,upper,1,continuation,6.340640522201991,0.2970741175671966,true,41.61607122421265,68,68,113,52,53,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,2,upper,1,cellwise_compensated,6.340640522201991,0.29773969021749863,true,31.899142026901245,68,68,112,52,53,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,3,upper,2,continuation,6.415640522201993,0.3075741525670268,true,2.0244088172912598,4,4,4,4,5,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,4,upper,2,cellwise_compensated,6.415640522201993,0.30775806732488686,true,1.7800240516662598,4,4,4,4,5,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,5,upper,3,continuation,6.528140522201998,0.3320166389273324,true,2.011819839477539,4,4,4,4,5,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,6,upper,3,cellwise_compensated,6.528140522201998,0.33269924126954625,true,2.0620670318603516,4,4,4,4,5,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,7,upper,4,continuation,6.6968905222019925,0.37326626783429306,true,2.019798994064331,4,4,4,4,5,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,8,upper,4,cellwise_compensated,6.6968905222019925,0.37536463820821586,true,2.4476609230041504,4,4,4,4,5,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,9,upper,5,continuation,6.896890522201982,0.4306572188995499,true,2.067430019378662,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,10,upper,5,cellwise_compensated,6.896890522201982,0.4348460513998884,true,2.2757630348205566,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,11,upper,6,continuation,7.096890522201971,0.4990186631205613,true,2.0901408195495605,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,12,upper,6,cellwise_compensated,7.096890522201971,0.5050604157712434,true,2.237577199935913,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,13,upper,7,continuation,7.296890522201949,0.5804843311608021,true,2.08541202545166,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,14,upper,7,cellwise_compensated,7.296890522201949,0.5886454989905077,true,2.1334969997406006,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,15,upper,8,continuation,7.1969443997226605,0.5380178554887682,true,2.1883580684661865,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,16,upper,8,cellwise_compensated,7.1969443997226605,0.5414215813364518,true,2.173632860183716,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,17,upper,9,continuation,7.1469309376004375,0.5181008582549245,true,2.3842320442199707,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,18,upper,9,cellwise_compensated,7.1469309376004375,0.5196334465495823,true,1.9579339027404785,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,19,upper,10,continuation,7.121914099968407,0.5084590874786976,true,2.354854106903076,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,20,upper,10,cellwise_compensated,7.121914099968407,0.5091832511950674,true,2.1596131324768066,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,21,upper,11,continuation,7.109403153715476,0.5037492163786816,true,2.093066930770874,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,22,upper,11,cellwise_compensated,7.109403153715476,0.5041165094775311,true,2.1323869228363037,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,23,upper,12,continuation,7.103147048630487,0.5013611914663243,true,2.057003974914551,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
1x20,20,24,upper,12,cellwise_compensated,7.103147048630487,0.5015353057944824,true,1.98111891746521,5,5,5,5,6,27.4222149848938,121.78347611427307,1098.828125,282.7
