rho,point,unwarmed_first_call_s,warmed_median_s,speedup_unwarmed_to_warmed,warmed_median_bytes
0.0054,upper_lfixcomposite_sr1_60s,3.854392945,0.0444647915,86.68415649716921,7.7375824e7
0.0027,upper_lfixcomposite_sr1_60s,0.053878821,0.046486605,1.1590181945960563,7.7375888e7
